delivery_id,distance_km,package_weight_kg,delivery_type,vehicle_type,traffic_condition,weather,time_of_day,day_of_week,driver_experience_years,num_stops,is_priority,package_fragile,delivery_zone,customer_rating,fuel_cost,delivery_time_hours
DEL02314,18.39,4.17,Standard,Carro,Baixo,Ensolarado,Noite,Sexta,9,4,No,No,Suburbana,,4.21,17.75
DEL00721,4.33,,Standard,Carro,,Nublado,Noite,Seg-Qui,4,1,No,No,Suburbana,3.08,5.41,12.74
DEL02496,17.77,8.77,Standard,Van,Alto,Ensolarado,Manhã,Seg-Qui,3,1,No,No,Suburbana,3.09,6.15,18.4
DEL01730,40.08,9.89,Standard,Carro,Médio,Chuva Forte,Tarde,Seg-Qui,5,1,Yes,Yes,Urbana,2.64,5.88,21.38
DEL01408,7.74,6.02,Express,Moto,,Nublado,Tarde,Domingo,,2,No,No,Urbana,3.24,6.45,9.97
DEL01371,0.03,8.23,Standard,Van,Médio,Ensolarado,Noite,Seg-Qui,1,2,No,No,Urbana,3.0,4.8,13.75
DEL00764,,7.23,Economy,Moto,Médio,Ensolarado,Manhã,Seg-Qui,5,4,Yes,Yes,Urbana,3.33,,24.2
DEL01643,20.13,4.79,Express,Carro,Médio,Ensolarado,Noite,Sexta,9,2,No,No,Urbana,2.68,4.32,11.21
DEL01405,30.19,7.15,Standard,Carro,Médio,  Ensolarado ,Tarde,Sábado,5,3,No,No,Urbana,2.71,6.24,25.54
DEL01391,7.65,5.3,Economy,Carro,Alto,Nublado,Manhã,Seg-Qui,1,1,No,No,  Rural ,3.29,5.5,29.45
DEL02236,34.22,7.19,Standard,Moto,Médio,Ensolarado,Tarde,Seg-Qui,1,1,No,No,Urbana,3.16,5.44,14.77
DEL01088,7.69,0.66,Economy,Van,Baixo,Nublado,Madrugada,Sexta,,1,Yes,Yes,Urbana,3.83,5.43,14.47
DEL02439,0.16,7.74,Express,Moto,Baixo,Chuva Forte,Noite,Seg-Qui,,2,Yes,No,Suburbana,2.78,3.93,8.13
DEL01104,14.82,5.97,Express,Moto,Médio,Ensolarado,Madrugada,Seg-Qui,5,2,No,No,Urbana,2.86,6.23,1.06
DEL02332,14.55,0.59,Standard,Caminhão,Médio,Ensolarado,Manhã,Seg-Qui,1,3,Yes,No,Rural,3.32,5.56,9.89
DEL02139,18.22,10.3,Standard,Carro,Alto,Ensolarado,Tarde,Seg-Qui,1,3,No,No,Urbana,1.97,5.23,26.2
DEL01680,,10.26,  Economy ,Carro,Alto,Nublado,Noite,Seg-Qui,4,2,No,No,Urbana,2.82,5.17,30.13
DEL02297,10.33,6.31,Standard,Moto,Médio,Chuva Leve,Tarde,  Sábado ,3,3,Yes,No,Urbana,3.2,5.95,20.61
DEL00678,16.3,4.65,Express,Van,Congestionado,Ensolarado,Manhã,Seg-Qui,9,2,No,Yes,Urbana,3.1,4.12,19.0
DEL01348,7.4,7.91,Express,Van,Médio,Nublado,Tarde,Seg-Qui,3,2,Yes,No,Urbana,2.81,5.74,11.62
DEL01862,4.56,4.98,Express,Van,Baixo,Nublado,Tarde,Sábado,5,1,No,Yes,  Urbana ,2.97,4.85,7.75
DEL01238,13.04,7.16,Standard,Caminhão,Médio,Chuva Forte,Madrugada,Seg-Qui,7,4,No,No,Urbana,2.03,6.03,30.4
DEL02380,9.7,5.4,Standard,Van,Congestionado,Nublado,Tarde,Sexta,5,2,No,No,Urbana,2.92,3.82,32.95
DEL00957,4.69,4.31,Economy,Van,Médio,Nublado,Tarde,Sábado,3,4,No,No,Urbana,3.45,5.08,26.71
DEL00643,8.57,3.55,Standard,Moto,Médio,Ensolarado,Tarde,Seg-Qui,8,2,No,Yes,Rural,3.22,5.03,8.24
DEL02301,9.54,1.16,Standard,Moto,Baixo,Nublado,Noite,Seg-Qui,3,5,No,Yes,Urbana,2.6,4.66,10.7
DEL00291,9.44,1.4,Standard,Carro,Baixo,Chuva Leve,Manhã,Seg-Qui,3,1,Yes,  No ,Urbana,3.34,4.86,5.94
DEL01910,5.15,7.81,Standard,Carro,Médio,Chuva Forte,  Tarde ,Seg-Qui,9,2,No,No,Suburbana,3.27,4.27,24.62
DEL01406,14.53,0.9,Express,Carro,Baixo,Chuva Forte,Tarde,Seg-Qui,5,1,No,No,Suburbana,5.89,6.32,14.21
DEL01902,30.92,1.8,Standard,Van,Médio,Chuva Forte,Madrugada,Sábado,1,1,No,No,Urbana,3.48,4.73,23.62
DEL00058,12.82,0.5,Economy,Moto,Congestionado,Ensolarado,Manhã,Sexta,6,2,No,No,Urbana,3.38,6.8,36.1
DEL02305,14.67,4.96,Standard,Moto,alto,Chuva Forte,Manhã,Seg-Qui,0.5,2,Yes,No,Urbana,2.58,5.47,18.98
DEL02362,39.73,4.89,Standard,Carro,Médio,Nublado,Tarde,Domingo,9,1,No,No,Urbana,2.79,5.23,15.25
DEL00507,12.42,7.17,Standard,Moto,Médio,Nublado,Tarde,Sábado,8,1,No,Yes,Urbana,2.63,5.14,14.79
DEL00244,4.25,2.16,Standard,Carro,Médio,Chuva Leve,Tarde,Seg-Qui,7,2,Yes,No,Urbana,2.36,4.69,7.37
DEL01949,12.65,3.61,Express,Van,Congestionado,Ensolarado,Manhã,Sexta,1,4,No,No,Urbana,3.15,5.43,25.21
DEL00876,17.11,5.41,Economy,Caminhão,Alto,Nublado,Manhã,Domingo,8,2,No,No,Urbana,2.7,,35.18
DEL00261,9.54,5.68,Standard,Moto,Médio,Ensolarado,Tarde,Seg-Qui,10,2,Yes,No,Suburbana,3.33,5.91,2.95
DEL01789,3.02,3.54,Express,Moto,Congestionado,Ensolarado,Tarde,Sábado,4,2,No,No,Urbana,3.16,6.97,19.02
DEL01187,5.12,0.34,Express,Moto,Alto,Ensolarado,Tarde,Sexta,9,2,No,No,Urbana,3.26,5.77,3.98
DEL02497,12.44,1.9,Economy,Carro,Alto,Ensolarado,Noite,Seg-Qui,0.5,2,No,Yes,Urbana,3.37,4.4,28.54
DEL00352,14.28,6.42,Express,Carro,Alto,Ensolarado,Madrugada,Seg-Qui,6,2,No,No,Suburbana,3.7,4.8,15.0
DEL01798,10.82,5.53,Economy,Carro,Médio,Chuva Leve,Manhã,Sexta,4,1,No,No,Suburbana,2.87,6.2,23.3
DEL00826,14.59,1.07,Standard,Moto,Congestionado,Chuva Forte,Tarde,Seg-Qui,10,3,No,Yes,Urbana,2.48,4.03,30.58
DEL00226,8.89,4.03,Economy,Van,Congestionado,Nublado,Tarde,Sábado,3,4,No,no,Urbana,3.08,5.7,44.79
DEL01030,13.29,4.83,Economy,Carro,Baixo,ensolarado,Manhã,Seg-Qui,3,2,Yes,No,Urbana,2.81,6.31,14.46
DEL01312,7.34,2.29,Economy,Van,Alto,Nublado,Manhã,Seg-Qui,3,1,Yes,Yes,Urbana,2.78,4.18,23.15
DEL01222,31.72,6.58,Standard,Carro,Médio,Nublado,Manhã,Seg-Qui,8,1,Yes,Yes,Suburbana,2.15,6.32,5.87
DEL00885,17.15,4.33,Economy,Carro,Alto,Chuva Forte,Manhã,Seg-Qui,4,2,No,No,Urbana,2.08,5.4,37.18
DEL01200,22.76,5.65,Express,Moto,Congestionado,Ensolarado,Manhã,Seg-Qui,4,1,No,No,Suburbana,3.12,,17.42
DEL00170,9.61,11.78,Economy,Carro,Médio,Ensolarado,Noite,Seg-Qui,10,1,No,Yes,Urbana,2.79,4.93,24.95
DEL02053,12.66,5.61,Express,Carro,Médio,Ensolarado,Manhã,Sexta,3,5,No,Yes,Rural,3.33,5.25,15.85
DEL01526,12.09,6.18,Standard,Carro,  Médio ,Nublado,Madrugada,Seg-Qui,,1,No,No,Suburbana,,5.39,9.07
DEL01244,22.88,9.31,Economy,Carro,Baixo,Ensolarado,Manhã,Sexta,7,1,No,No,Urbana,,4.18,19.59
DEL01511,11.38,2.23,Standard,Van,Médio,Ensolarado,Manhã,Sexta,3,6,No,Yes,Urbana,2.88,4.3,21.97
DEL01294,1.9,4.09,Standard,Caminhão,Médio,Ensolarado,Tarde,Sábado,4,4,No,Yes,Urbana,2.5,5.66,23.12
DEL01073,6.37,2.07,Standard,Van,Alto,Nublado,Manhã,Seg-Qui,10,2,Yes,No,Suburbana,,5.73,15.63
DEL01433,14.08,2.64,Standard,Carro,Médio,Nublado,Manhã,Sexta,7,2,Yes,No,Urbana,2.7,5.78,13.14
DEL02129,33.52,3.82,Express,Carro,Alto,Chuva Forte,Manhã,Seg-Qui,3,4,Yes,Yes,Rural,2.83,5.05,20.08
DEL01005,19.95,10.27,Economy,Moto,Médio,Chuva Leve,Noite,Seg-Qui,10,3,No,Yes,Urbana,2.41,6.01,27.8
DEL02233,18.11,9.69,Standard,Carro,Baixo,Ensolarado,Tarde,Seg-Qui,0.5,1,No,No,Urbana,2.89,5.92,13.85
DEL02066,3.64,5.71,Express,Caminhão,Baixo,Ensolarado,Noite,Seg-Qui,3,2,No,No,Suburbana,2.32,5.64,13.3
DEL00611,24.67,,Standard,Carro,Médio,Chuva Leve,Madrugada,Sexta,2,3,No,No,Urbana,2.25,5.52,20.92
DEL02076,30.41,2.88,Standard,Carro,Médio,Nublado,Manhã,Seg-Qui,10,2,No,No,Urbana,2.37,4.97,12.63
DEL01822,7.8,3.54,Standard,Caminhão,Baixo,Chuva Leve,Noite,Seg-Qui,3,1,Yes,No,Urbana,2.83,5.78,12.35
DEL01786,12.5,0.43,Economy,Van,Alto,Nublado,Manhã,Seg-Qui,4,3,No,No,Urbana,2.77,6.77,32.03
DEL00415,10.2,6.38,Express,Moto,Médio,Ensolarado,Noite,Sexta,3,2,Yes,No,Suburbana,2.43,6.58,5.13
DEL00745,4.8,2.19,Standard,Moto,Baixo,Nublado,Madrugada,Seg-Qui,1,4,No,Yes,Rural,3.43,5.23,5.89
DEL02092,1.75,1.73,Standard,Moto,Médio,Ensolarado,Tarde,Sexta,9,1,No,Yes,Urbana,3.59,5.71,8.99
DEL01049,1.99,2.38,Standard,Moto,Congestionado,Ensolarado,Noite,Seg-Qui,6,1,No,No,Suburbana,2.23,6.43,19.35
DEL00200,12.83,6.8,Standard,Moto,Alto,Chuva Leve,Tarde,Sábado,10,1,No,No,Urbana,2.51,5.76,23.32
DEL00041,8.85,9.27,Standard,Carro,Alto,Ensolarado,Tarde,Seg-Qui,3,2,No,Yes,Urbana,2.78,5.5,19.22
DEL00587,1.56,2.16,Standard,Caminhão,Médio,Chuva Leve,Tarde,Sexta,3,1,No,No,Suburbana,3.03,7.55,21.37
DEL00838,10.96,,Standard,Carro,Médio,Ensolarado,Tarde,Seg-Qui,5,1,No,No,Urbana,3.12,4.79,13.91
DEL00399,17.1,4.51,Standard,Van,Congestionado,Ensolarado,Noite,Seg-Qui,3,2,No,No,Urbana,3.06,,30.58
DEL01217,12.59,9.58,Standard,Carro,Baixo,Ensolarado,Madrugada,Domingo,6,16,No,No,Urbana,2.14,3.77,11.2
DEL00009,3.0,2.24,Standard,Moto,Congestionado,Nublado,Manhã,Sexta,0.5,3,No,Yes,Rural,3.43,4.99,23.94
DEL00669,11.09,3.75,  Standard ,Van,Médio,Nublado,Madrugada,Seg-Qui,6,3,Yes,Yes,Suburbana,3.49,5.33,7.5
DEL02065,1.39,8.58,Standard,Van,Congestionado,Ensolarado,Tarde,Seg-Qui,4,2,No,No,Suburbana,2.49,4.69,27.35
DEL00436,11.57,6.78,Standard,Moto,Alto,Ensolarado,Noite,Sexta,10,1,No,No,Urbana,2.91,4.41,15.54
DEL02101,2.24,9.35,Economy,Carro,Alto,Nublado,Manhã,Sábado,4,2,No,No,Urbana,2.36,5.31,30.23
DEL02479,10.58,6.65,Standard,Van,Médio,Chuva Leve,Manhã,Seg-Qui,5,1,  No ,Yes,Rural,2.74,4.58,15.76
DEL02475,2.24,2.7,Economy,Carro,Alto,Chuva Forte,Tarde,Sexta,6,2,No,No,Urbana,2.41,6.59,33.81
DEL00750,,,Economy,Carro,Baixo,Nublado,Noite,Seg-Qui,1,3,Yes,No,Rural,2.94,5.38,27.07
DEL01485,12.4,6.07,Economy,Carro,,Ensolarado,Tarde,Seg-Qui,6,1,Yes,No,Suburbana,2.05,6.77,24.4
DEL00741,10.94,3.93,Standard,Carro,Médio,Nublado,Manhã,Sexta,8,2,No,No,  Urbana ,2.91,3.99,12.54
DEL00514,2.04,4.31,Standard,Carro,,Nublado,Tarde,Seg-Qui,5,2,No,Yes,Urbana,3.09,5.43,13.27
DEL01336,28.81,,Standard,Moto,Médio,Ensolarado,Manhã,Seg-Qui,1,1,No,No,Urbana,2.92,5.28,19.16
DEL02015,14.23,4.02,Standard,Caminhão,Alto,Ensolarado,Manhã,Seg-Qui,1,3,No,Yes,Rural,2.66,5.47,25.43
DEL00946,12.22,5.77,Economy,Moto,Baixo,Nublado,Manhã,Seg-Qui,8,1,No,Yes,Urbana,2.78,5.71,16.48
DEL01560,20.86,0.27,Standard,Carro,Médio,Ensolarado,Noite,Seg-Qui,10,1,No,No,Urbana,2.6,5.24,12.77
DEL00789,19.54,2.18,Standard,Moto,Congestionado,Ensolarado,Madrugada,Seg-Qui,10,1,No,No,Urbana,3.66,5.7,17.34
DEL02168,7.33,5.63,Standard,Carro,Médio,Ensolarado,Tarde,Seg-Qui,3,1,No,No,Urbana,2.35,5.92,14.82
DEL01630,21.18,1.2,Economy,Carro,Médio,Ensolarado,Manhã,Seg-Qui,4,1,No,No,Urbana,3.6,5.76,22.87
DEL01919,21.94,9.12,Express,Carro,Baixo,Chuva Leve,Noite,Seg-Qui,0.5,1,No,No,Urbana,2.82,5.01,13.01
DEL02256,27.43,1.33,Standard,Van,Baixo,Chuva Leve,Tarde,Seg-Qui,5,2,Yes,No,Urbana,2.88,5.46,12.17
DEL01561,19.09,8.41,Standard,Carro,Baixo,Ensolarado,Noite,Sexta,5,3,No,No,urbana,3.13,6.57,13.82
DEL00067,2.34,2.74,Economy,Caminhão,,Ensolarado,Manhã,Sexta,,2,No,No,Urbana,,5.47,25.83
DEL00858,6.3,5.79,Standard,Van,Alto,Nublado,Manhã,Seg-Qui,,2,No,No,Urbana,3.5,4.74,22.22
DEL00285,15.88,2.2,Economy,Van,Congestionado,Chuva Leve,Manhã,Seg-Qui,4,3,No,No,Urbana,3.48,5.8,42.59
DEL00133,15.01,3.06,Standard,Moto,Médio,Chuva Forte,Manhã,Seg-Qui,6,1,Yes,No,urbana,3.4,4.93,11.67
DEL01055,11.65,,Standard,Van,Alto,Chuva Forte,Manhã,Seg-Qui,4,3,No,Yes,Urbana,3.46,5.72,28.59
DEL02240,20.61,6.9,Standard,Moto,Alto,Nublado,Manhã,Seg-Qui,,1,No,No,Urbana,3.68,,16.07
DEL00438,13.36,2.21,Economy,Van,Alto,Nublado,Madrugada,Domingo,2,1,No,Yes,Suburbana,2.52,5.27,29.86
DEL00367,21.12,6.77,Standard,Carro,Alto,Ensolarado,Tarde,Seg-Qui,10,7,No,No,Urbana,3.03,5.1,26.38
DEL00344,18.91,97.69,Standard,Carro,Alto,Ensolarado,Manhã,Sexta,0.5,1,No,No,Suburbana,2.55,6.29,23.63
DEL00260,28.78,9.92,Economy,Carro,Médio,Tempestade,Tarde,Sábado,5,2,Yes,No,Urbana,3.25,4.55,42.2
DEL01390,14.3,3.22,Economy,Carro,Baixo,Ensolarado,Tarde,Seg-Qui,,1,No,No,Urbana,2.65,7.8,18.21
DEL00069,19.24,8.15,Standard,Carro,Alto,Chuva Leve,Tarde,Seg-Qui,3,2,Yes,No,Rural,2.72,6.37,22.56
DEL01916,21.0,12.8,Economy,Carro,Baixo,Ensolarado,Manhã,Sexta,6,2,Yes,No,Urbana,,6.32,20.12
DEL01660,17.85,7.78,Standard,Carro,,Ensolarado,Manhã,Sexta,3,1,No,Yes,Urbana,4.0,4.89,21.97
DEL01941,10.24,3.85,Express,Carro,Baixo,Tempestade,Noite,Seg-Qui,8,1,No,No,Suburbana,,6.31,14.78
DEL01006,16.58,7.89,Standard,Caminhão,Alto,Ensolarado,Tarde,Seg-Qui,10,2,No,No,Suburbana,2.92,5.01,27.13
DEL00313,12.36,4.95,Standard,Carro,Alto,Chuva Leve,Madrugada,Seg-Qui,7,1,No,No,Urbana,,5.0,14.98
DEL01765,21.63,3.87,Standard,Caminhão,Médio,Nublado,Madrugada,Seg-Qui,0.5,1,No,No,Urbana,2.51,4.59,17.21
DEL00867,16.98,8.18,Economy,Van,Baixo,Nublado,Tarde,Seg-Qui,1,2,No,No,Suburbana,2.85,5.78,27.71
DEL01402,9.78,4.31,Express,Carro,Alto,Nublado,Manhã,Sábado,7,2,No,No,Urbana,3.31,5.48,15.25
DEL00663,0.64,4.87,Standard,Van,Médio,Ensolarado,Madrugada,Sexta,7,1,No,Yes,Urbana,2.69,5.51,11.7
DEL01460,15.32,3.4,Standard,Carro,Baixo,Nublado,Tarde,Seg-Qui,,1,Yes,No,Urbana,,6.02,8.04
DEL02304,21.67,3.78,Economy,Moto,Congestionado,Ensolarado,Tarde,Seg-Qui,1,1,No,No,Suburbana,2.42,4.82,37.14
DEL01115,23.9,4.76,Standard,Caminhão,Médio,Ensolarado,Madrugada,Seg-Qui,2,6,No,No,Urbana,3.73,5.44,24.59
DEL01339,17.73,7.37,Express,Carro,Alto,Chuva Leve,  Manhã ,Seg-Qui,7,2,No,No,Urbana,2.65,5.24,18.42
DEL01536,16.73,1.07,Economy,Carro,Alto,Nublado,Tarde,sexta,3,2,Yes,Yes,Urbana,,4.71,23.48
DEL01770,6.57,74.24,Express,Van,Alto,Ensolarado,Manhã,Sábado,5,2,Yes,No,Rural,2.39,5.71,14.43
DEL00006,19.62,6.04,Standard,Moto,Alto,Ensolarado,Manhã,Domingo,7,4,No,No,Rural,3.05,6.2,15.09
DEL00410,9.13,3.71,Economy,Carro,Médio,Ensolarado,Tarde,Sexta,9,1,No,No,Urbana,3.15,4.62,27.09
DEL01090,15.72,4.14,Standard,Moto,Médio,Ensolarado,Madrugada,  Seg-Qui ,6,3,Yes,Yes,Urbana,3.16,4.05,2.87
DEL00204,14.45,5.76,Standard,Carro,Baixo,Nublado,Manhã,Seg-Qui,10,2,No,No,Urbana,,4.6,6.95
DEL00666,12.41,2.67,Standard,Moto,Médio,Ensolarado,Noite,Sábado,3,2,No,No,Suburbana,2.75,5.9,14.17
DEL00078,7.09,1.79,Standard,Moto,Médio,Nublado,Manhã,Sábado,5,22,No,Yes,Urbana,2.47,5.37,13.03
DEL00829,24.44,7.91,Economy,Caminhão,Baixo,Chuva Leve,Tarde,Sexta,9,1,Yes,No,Rural,3.41,6.04,30.91
DEL02280,12.47,2.03,Standard,Moto,Congestionado,Ensolarado,Noite,Seg-Qui,5,2,No,No,Urbana,3.26,5.91,22.55
DEL02500,13.52,9.06,Express,Caminhão,Médio,Ensolarado,Tarde,Sábado,5,1,No,No,Suburbana,2.35,6.06,19.78
DEL01890,14.17,2.39,Economy,Carro,,Ensolarado,Manhã,Seg-Qui,8,1,Yes,Yes,Suburbana,3.01,4.71,18.09
DEL00960,18.99,5.45,Standard,Caminhão,Congestionado,Nublado,Tarde,Sábado,9,1,No,No,Urbana,2.9,6.46,32.89
DEL00887,13.38,1.73,Economy,Carro,Baixo,Ensolarado,Manhã,Sábado,,3,No,No,Urbana,3.58,5.97,26.14
DEL00817,1.2,7.72,Standard,Caminhão,Baixo,Nublado,Madrugada,Sábado,9,1,No,  No ,Urbana,3.21,4.28,11.86
DEL01533,13.29,2.42,Economy,Carro,Alto,Nublado,Manhã,Sexta,7,2,No,No,Suburbana,2.61,5.8,30.27
DEL00495,10.07,7.61,Standard,Moto,Médio,Ensolarado,Manhã,Sexta,0.5,3,Yes,Yes,Urbana,3.82,5.89,9.1
DEL00624,4.0,3.87,Economy,Carro,Alto,Nublado,Noite,Domingo,10,1,No,No,Urbana,3.19,5.21,28.77
DEL01470,9.63,3.62,Express,Carro,Baixo,Nublado,Tarde,Sexta,0.5,1,No,No,Urbana,3.08,5.67,10.69
DEL01721,16.88,7.71,Express,Moto,Congestionado,Ensolarado,Tarde,Seg-Qui,5,4,No,No,Suburbana,2.82,6.71,21.46
DEL00177,21.5,8.53,Standard,Caminhão,Alto,Ensolarado,Tarde,Seg-Qui,10,3,No,No,Urbana,2.56,5.84,27.84
DEL01185,12.46,9.6,Standard,Carro,Baixo,Nublado,Tarde,Sexta,,2,Yes,Yes,Rural,3.32,4.31,10.06
DEL01825,12.69,4.59,Express,Carro,Médio,Nublado,Tarde,Seg-Qui,3,3,No,No,Rural,3.42,6.16,10.78
DEL02222,27.14,3.7,Standard,Van,Congestionado,Chuva Leve,Madrugada,Seg-Qui,4,4,No,Yes,Rural,3.12,4.81,33.63
DEL00954,23.1,7.12,Economy,Moto,Baixo,Chuva Forte,Tarde,Sábado,4,1,Yes,No,Rural,2.91,,25.59
DEL00059,30.61,4.55,Standard,Carro,Baixo,Ensolarado,Tarde,Seg-Qui,,8,No,No,Urbana,3.4,5.71,20.85
DEL00881,13.01,,Standard,Moto,Alto,Chuva Leve,  Manhã ,Sexta,,1,Yes,No,Suburbana,2.5,4.72,12.69
DEL00720,23.14,6.7,Standard,Carro,Médio,Ensolarado,Manhã,Seg-Qui,5,1,Yes,Yes,Suburbana,4.0,5.44,9.42
DEL01644,19.25,6.39,Express,Moto,Alto,Ensolarado,Madrugada,Seg-Qui,3,1,Yes,No,Urbana,2.32,4.86,4.53
DEL02318,10.93,4.57,Standard,Moto,Médio,Nublado,Tarde,Domingo,0.5,1,No,No,Suburbana,3.27,4.68,14.51
DEL01130,8.67,4.23,Standard,Moto,Médio,Chuva Leve,Tarde,Sábado,0.5,1,No,Yes,Urbana,2.47,5.17,14.77
DEL02369,14.15,8.76,Standard,Van,Baixo,Chuva Forte,Tarde,Seg-Qui,5,1,No,Yes,Urbana,3.24,6.37,22.59
DEL01882,3.58,6.45,Standard,Van,Médio,Nublado,Tarde,Sexta,3,1,No,Yes,Urbana,2.12,6.2,18.58
DEL01369,31.57,5.25,Express,moto,Alto,Nublado,Manhã,Sexta,6,2,No,Yes,Urbana,3.02,5.51,17.57
DEL00694,15.15,6.44,Economy,Moto,Médio,Nublado,Manhã,Seg-Qui,1,3,No,Yes,Rural,2.82,5.79,22.98
DEL00461,,2.75,Standard,Carro,Alto,Chuva Forte,Manhã,Seg-Qui,3,1,No,No,Rural,3.27,5.66,19.78
DEL00389,17.54,4.63,Standard,Caminhão,Congestionado,Ensolarado,Tarde,Seg-Qui,1,3,No,Yes,Rural,3.89,5.39,38.39
DEL02217,20.65,5.38,Standard,Carro,Baixo,Ensolarado,Noite,Seg-Qui,3,1,No,No,Urbana,2.99,4.61,12.09
DEL00325,14.62,3.11,Standard,Carro,Alto,Nublado,Manhã,Seg-Qui,5,2,No,Yes,Suburbana,,5.02,20.45
DEL01722,16.53,6.27,Standard,Carro,Médio,Ensolarado,Tarde,Domingo,3,1,No,No,Urbana,2.86,5.79,13.13
DEL00658,9.36,2.89,Express,Carro,Baixo,Nublado,Tarde,Seg-Qui,2,2,Yes,No,Suburbana,2.92,6.23,1.36
DEL01416,16.89,10.33,Express,Van,Médio,Ensolarado,Manhã,Domingo,4,2,Yes,No,Urbana,3.34,4.85,12.4
DEL00242,31.01,2.66,Standard,Carro,Médio,Ensolarado,Noite,Seg-Qui,4,1,No,Yes,Suburbana,3.03,5.91,11.96
DEL01723,21.4,2.95,Economy,Carro,Alto,Ensolarado,Madrugada,Seg-Qui,9,2,Yes,No,Urbana,3.13,5.23,19.05
DEL00385,13.2,5.31,Standard,Carro,Baixo,Ensolarado,Manhã,Sexta,3,1,No,No,  Urbana ,3.43,6.33,11.1
DEL00056,15.36,4.82,Economy,Carro,Alto,Ensolarado,Manhã,Seg-Qui,,3,No,Yes,Rural,1.93,5.84,32.19
DEL00499,12.62,7.35,Economy,Carro,Baixo,Ensolarado,Manhã,Sexta,5,1,No,Yes,Rural,3.07,6.77,18.66
DEL01250,14.66,7.8,Standard,Van,Alto,Ensolarado,Tarde,Sexta,4,1,No,No,Suburbana,3.12,5.54,25.33
DEL02221,14.34,3.52,Express,Carro,Médio,Ensolarado,Tarde,Seg-Qui,6,3,No,No,Urbana,2.65,5.52,10.87
DEL01976,13.02,0.05,Standard,Moto,Alto,Ensolarado,Tarde,Seg-Qui,3,1,No,No,Suburbana,3.1,4.71,13.58
DEL00426,12.04,0.42,Economy,Carro,,  Chuva Leve ,Manhã,Seg-Qui,6,2,Yes,Yes,Urbana,,5.87,32.96
DEL02143,32.36,4.9,Standard,Carro,Alto,Ensolarado,Madrugada,Seg-Qui,5,2,No,No,Suburbana,3.02,5.44,18.75
DEL01315,19.66,3.48,Express,Carro,Congestionado,Ensolarado,Manhã,Seg-Qui,9,4,No,No,Rural,3.05,5.78,25.27
DEL01761,6.01,,Express,Van,Médio,Ensolarado,Manhã,Seg-Qui,3,2,No,Yes,Urbana,2.38,6.57,7.9
DEL01422,9.9,5.36,Standard,Moto,Baixo,Ensolarado,Madrugada,Seg-Qui,5,4,No,No,Urbana,2.41,5.78,7.15
DEL00044,25.7,,Economy,Van,Alto,Chuva Forte,Noite,Seg-Qui,1,2,Yes,No,Rural,2.65,6.3,35.77
DEL01484,20.25,4.08,Standard,Carro,Médio,Chuva Forte,Tarde,Seg-Qui,1,4,No,No,Urbana,2.85,5.43,28.6
DEL01148,35.43,3.35,Economy,Van,Alto,Nublado,Manhã,Seg-Qui,5,3,Yes,No,Urbana,3.53,6.33,29.05
DEL00240,6.15,2.77,Standard,Carro,Baixo,Ensolarado,Manhã,Seg-Qui,9,1,Yes,Yes,Suburbana,3.41,5.08,0.5
DEL00531,0.75,5.26,Standard,Caminhão,Alto,Nublado,Madrugada,Seg-Qui,8,16,No,No,Rural,2.3,6.16,16.59
DEL01401,16.48,3.59,Economy,Carro,Médio,Chuva Leve,Tarde,Seg-Qui,9,2,No,No,Urbana,3.2,6.46,29.38
DEL00928,4.3,4.07,Standard,Moto,,Ensolarado,Tarde,Seg-Qui,6,2,No,No,Urbana,2.64,6.44,4.12
DEL00460,13.21,12.02,Economy,Moto,Alto,Ensolarado,Manhã,Seg-Qui,3,20,No,No,Suburbana,2.78,7.07,36.75
DEL00248,0.62,5.17,Standard,Van,Alto,Ensolarado,Tarde,Sexta,4,1,No,No,Urbana,2.91,4.35,22.79
DEL01632,,2.83,Standard,Carro,Médio,Ensolarado,Madrugada,Seg-Qui,10,1,No,No,Urbana,,5.74,9.02
DEL01029,36.15,10.99,Economy,Carro,Médio,Nublado,Manhã,Sábado,2,1,No,Yes,Suburbana,2.81,5.42,31.88
DEL01796,19.44,4.26,Express,Carro,Baixo,Ensolarado,Manhã,Sexta,3,1,Yes,No,Urbana,3.32,6.06,3.47
DEL01616,35.23,2.19,Standard,Van,Baixo,Nublado,Madrugada,Sexta,3,2,No,No,Urbana,1.97,4.68,14.72
DEL00126,,3.62,Standard,Van,Médio,Tempestade,Noite,Seg-Qui,2,2,No,No,Urbana,4.14,,32.55
DEL00312,15.19,2.14,Standard,Caminhão,Baixo,Ensolarado,Manhã,Seg-Qui,5,1,No,No,Rural,2.77,4.75,14.35
DEL01359,8.29,,Economy,  Moto ,Médio,Ensolarado,manhã,Seg-Qui,0.5,4,Yes,Yes,Urbana,3.42,5.82,16.52
DEL01745,14.71,3.83,Standard,Moto,Baixo,  Ensolarado ,Manhã,Seg-Qui,3,16,No,No,Urbana,3.14,4.78,7.71
DEL00263,22.6,3.62,Standard,Carro,Congestionado,Ensolarado,Madrugada,Seg-Qui,3,1,Yes,No,Rural,2.94,6.68,19.33
DEL00065,18.05,7.07,Standard,Moto,Baixo,Ensolarado,Tarde,Seg-Qui,3,1,Yes,No,Urbana,2.44,5.94,8.91
DEL02178,28.43,9.83,Economy,Caminhão,Médio,Ensolarado,Noite,Seg-Qui,3,1,No,No,Urbana,3.17,6.36,32.05
