property_id,built_area_sqm,bedrooms,bathrooms,parking_spaces,location,property_age_years,floor_number,view_type,condo_fee,infrastructure,has_security,has_pool,has_elevator,property_type,furnished,nearby_metro_km,price_brl
PROP02217,129.03,4,3,1,Zona Leste,0,15,Park,275.32,Completa,Yes,NO,No,Apartamento,No,2.69,1335898.85
PROP00274,94.26,3,4,2,Centro,47,2,None,776.33,Completa,Yes,No,Yes,Apartamento,Yes,,916842.77
PROP01484,108.81,4,3,3,Zona Leste,29,7,None,25.3,Completa,Yes,No,Yes,Apartamento,No,1.03,1158415.66
PROP00417,145.75,2,2,2,Subúrbio,21,7,None,,Completa,No,No,Yes,Apartamento,No,0.33,806128.34
PROP01230,87.26,3,3,2,Zona Sul,0,9,None,458.66,Completa,Yes,No,No,Apartamento,No,3.42,1128870.93
PROP00093,156.34,2,3,3,Centro,49,11,Sea,872.5,Completa,Yes,No,No,Apartamento,No,0.99,1130987.36
PROP02287,17.05,2,3,3,Zona Norte,19,0,None,111.45,Básica,No,No,No,Casa,No,1.91,525522.11
PROP01808,124.1,1,3,2,Zona Oeste,19,11,None,446.33,Básica,No,Yes,No,Casa,No,0.93,727519.79
PROP01273,31.01,2,2,3,Zona Sul,1,,None,782.06,Completa,Yes,No,No,Apartamento,No,1.54,784936.2
PROP00246,71.13,2,3,1,Zona Norte,43,12,Park,565.14,Completa,Yes,No,No,Casa,No,,784343.61
PROP00298,78.97,2,1,1,Centro,18,16,City,632.81,Básica,Yes,Yes,No,Apartamento,No,3.68,776825.0
PROP00919,7.01,1,3,2,Zona Sul,20,6,Park,538.68,Completa,Yes,No,Yes,Apartamento,Yes,5.1,706781.3
PROP01001,136.85,2,4,1,Zona Leste,2,2,None,591.43,Completa,Yes,No,No,Apartamento,No,1.47,995616.7
PROP01214,129.7,2,1,3,Centro,16,,,516.73,Básica,No,Yes,Yes,Casa,No,1.28,908883.75
PROP01419,39.32,3,1,2,Zona Leste,13,19,City,313.59,Premium,Yes,Yes,No,Apartamento,No,,1035733.0
PROP01203,91.39,1,2,3,Zona Norte,37,16,,333.13,,No,No,Yes,Apartamento,No,0.13,589500.37
PROP00100,140.07,3,3,2,Subúrbio,30,7,City,16.5,Completa,Yes,No,Yes,Casa,No,0.87,1132368.61
PROP02076,72.03,2,2,1,Zona Norte,41,0,City,399.55,Completa,No,No,Yes,Apartamento,Yes,0.94,679212.9
PROP01865,50.15,4,1,0,Zona Sul,39,17,None,506.86,Premium,Yes,Yes,Yes,Apartamento,No,,1004757.05
PROP02146,107.23,3,2,3,Zona Sul,46,20,Park,820.53,Completa,Yes,Yes,No,Casa,No,2.39,1137971.0
PROP00502,118.17,2,2,2,Zona Sul,41,19,None,804.48,Básica,Yes,No,No,Apartamento,No,0.92,789986.84
PROP00568,117.52,1,2,2,Subúrbio,6,7,City,729.25,Completa,No,No,No,Casa,No,1.47,710452.53
PROP01528,112.43,4,6,3,Subúrbio,49,12,City,813.94,Básica,Yes,No,No,Casa,No,2.83,1047946.33
PROP02323,104.66,4,2,3,Centro,50,5,None,439.55,,No,No,No,Apartamento,Yes,0.65,841346.35
PROP01428,118.04,2,2,2,Zona Norte,35,9,None,30.15,Premium,No,No,Yes,Apartamento,No,0.72,971578.58
PROP00002,,4,3,2,Subúrbio,43,13,None,169.71,Completa,No,No,Yes,Casa,No,2.8,774146.48
PROP00906,18.34,1,3,1,Zona Leste,5,,None,751.32,Básica,Yes,No,No,Apartamento,No,1.12,413231.17
PROP00584,77.95,3,3,1,Centro,5,,None,803.82,Básica,Yes,Yes,Yes,Casa,No,1.52,872604.12
PROP01709,111.32,6,3,1,Zona Sul,10,,None,139.87,Premium,No,Yes,No,Apartamento,No,4.03,1583632.81
PROP00010,100.72,3,2,3,Subúrbio,39,14,None,614.07,Completa,No,No,Yes,Apartamento,Yes,1.88,839361.2
PROP02225,136.21,1,4,2,Zona Oeste,13,20,None,292.44,Básica,Yes,No,Yes,Apartamento,  No ,2.36,982881.55
PROP01032,118.86,2,2,2,Zona Leste,6,0,None,431.91,Completa,No,No,Yes,Casa,No,1.51,873678.48
PROP00778,117.65,2,1,1,Zona Oeste,18,13,None,503.72,Básica,No,Yes,Yes,Casa,No,0.31,795119.57
PROP00525,129.3,2,1,2,Zona Leste,47,0,None,912.49,Completa,Yes,No,Yes,Apartamento,No,2.13,667367.94
PROP00854,111.22,2,2,1,Subúrbio,8,0,Park,272.91,Premium,No,No,Yes,Casa,No,4.25,937834.93
PROP01269,112.75,2,3,2,Zona Oeste,8,0,,287.56,Completa,Yes,Yes,No,Apartamento,No,0.78,965673.21
PROP01842,,4,1,2,Zona Leste,17,19,None,315.56,Completa,Yes,Yes,No,Apartamento,Yes,0.25,1025410.82
PROP01772,81.95,3,4,1,Zona Sul,22,8,None,96.17,Básica,No,Yes,Yes,Casa,No,0.83,977442.96
PROP00664,82.66,2,3,1,Zona Oeste,11,0,None,33.1,Básica,Yes,No,No,Apartamento,No,0.7,713743.1
PROP00826,629.83,2,4,2,Zona Norte,19,16,None,9087.13,Completa,Yes,No,Yes,Casa,Yes,5.49,1062845.83
PROP01828,106.49,3,3,2,Subúrbio,43,0,City,952.08,Completa,Yes,No,No,Apartamento,No,2.79,810354.71
PROP00548,119.18,2,4,1,Centro,29,0,City,,Premium,No,Yes,Yes,Apartamento,No,1.92,1211442.56
PROP01099,66.02,1,4,1,Zona Norte,28,18,None,307.23,Básica,Yes,No,Yes,Apartamento,No,1.19,652280.02
PROP00576,86.84,2,1,2,Zona Norte,20,9,None,561.24,Premium,No,No,Yes,Casa,No,1.94,721730.92
PROP02233,,3,1,2,Zona Oeste,18,3,Park,137.0,  Completa ,Yes,No,Yes,Apartamento,No,1.16,1043662.49
PROP00203,10.19,2,3,2,Zona Oeste,41,20,None,584.5,Básica,Yes,Yes,No,Apartamento,Yes,0.68,581418.58
PROP01718,67.63,2,3,3,Zona Norte,13,5,None,231.1,Completa,No,No,Yes,Apartamento,No,2.22,793063.59
PROP01708,60.68,2,2,4,Centro,23,10,Park,399.5,Completa,Yes,No,Yes,Apartamento,Yes,0.63,948702.35
PROP00133,103.61,2,2,1,Zona Sul,29,0,None,398.72,Completa,Yes,No,No,Apartamento,Yes,1.42,872822.63
PROP00717,146.54,3,4,1,Zona Sul,37,10,None,61.6,Completa,Yes,No,Yes,Casa,No,0.83,1264402.84
PROP00424,81.77,3,1,1,Zona Norte,7,4,Park,979.53,Completa,No,Yes,Yes,Apartamento,No,,790006.01
PROP00374,113.31,3,4,1,Subúrbio,36,0,None,916.6,Completa,No,No,Yes,Apartamento,Yes,1.55,615859.58
PROP00467,150.11,4,5,5,Subúrbio,35,20,None,652.74,Completa,No,No,No,Casa,No,3.57,1343993.93
PROP00954,109.64,1,4,1,Zona Sul,9,11,None,7399.04,Básica,Yes,Yes,Yes,Apartamento,No,1.85,891830.44
PROP00838,120.58,3,2,0,Centro,200,15,None,622.67,Completa,No,No,No,Apartamento,No,1.59,1003531.18
PROP00573,178.2,3,1,2,Zona Oeste,42,7,,1019.75,,Yes,No,Yes,Casa,No,2.59,858130.26
PROP01965,124.91,4,2,1,Subúrbio,24,11,None,290.56,Premium,No,Yes,Yes,Apartamento,No,1.01,1149944.77
PROP00682,14.32,2,2,2,Zona Norte,38,0,None,322.89,Básica,Yes,Yes,No,Apartamento,No,0.43,491897.88
PROP00383,98.95,2,2,3,Centro,47,4,None,726.4,Básica,No,Yes,Yes,Apartamento,No,4.28,690931.7
PROP00880,95.41,3,2,1,Zona Sul,23,,Park,267.33,Básica,Yes,No,No,Casa,No,5.63,974156.67
PROP01726,83.69,1,3,3,Zona Leste,27,0,City,1012.17,,Yes,No,No,Casa,No,1.22,672073.2
PROP00320,100.17,2,4,1,Zona Norte,45,8,None,99.06,Básica,Yes,No,No,Casa,No,1.43,733473.29
PROP00168,,2,1,1,Zona Oeste,30,14,  None ,763.95,Completa,No,Yes,No,Apartamento,Yes,2.72,648211.64
PROP02360,77.11,2,2,2,Zona Leste,41,,City,,,Yes,No,Yes,Apartamento,No,2.1,555193.82
PROP00874,112.16,1,2,1,Zona Leste,46,0,None,75.03,Completa,Yes,NO,No,Apartamento,Yes,3.36,665101.4
PROP01387,122.41,1,2,2,Zona Oeste,26,0,None,791.45,Completa,Yes,  No ,No,Casa,No,,697398.24
PROP01917,,2,2,2,Zona Norte,10,6,CITY,220.92,,Yes,Yes,No,Apartamento,No,,1097514.17
PROP01690,92.07,1,2,1,Subúrbio,4,0,None,944.31,Completa,Yes,No,Yes,Apartamento,No,2.21,490480.49
PROP00261,57.47,1,2,2,Zona Leste,6,0,None,714.72,Básica,Yes,No,Yes,Apartamento,No,3.75,532446.74
PROP01460,147.42,3,3,1,Zona Norte,8,12,Sea,614.53,Premium,Yes,No,Yes,Casa,No,1.48,1310624.54
PROP01166,,3,2,0,Zona Sul,31,13,City,941.17,,Yes,No,Yes,Casa,  No ,2.69,929914.64
PROP01386,122.67,3,3,3,Zona Oeste,39,0,City,654.39,Premium,Yes,Yes,NO,Apartamento,Yes,,1269167.14
PROP01091,34.86,4,3,2,Subúrbio,46,11,,110.14,COMPLETA,Yes,No,No,Apartamento,No,1.06,816091.6
PROP01049,81.85,1,1,0,Zona Norte,39,0,City,,Básica,No,No,No,Apartamento,No,0.66,275175.89
PROP02006,0.32,2,4,2,Zona Sul,46,14,City,230.63,Completa,Yes,Yes,No,Apartamento,No,2.23,976060.89
PROP02170,142.92,2,3,2,Centro,10,1,None,,Básica,No,NO,No,Apartamento,Yes,1.3,829386.42
PROP02238,,2,2,3,Zona Leste,8,0,None,275.47,Premium,Yes,No,No,Apartamento,No,1.19,1067295.1
PROP02315,114.06,1,2,1,Centro,8,1,None,,Premium,Yes,Yes,Yes,Apartamento,No,0.37,895434.24
PROP01262,129.18,3,2,3,Zona Norte,15,18,None,394.62,Completa,Yes,No,Yes,Casa,No,1.11,1131810.31
PROP01324,28.58,4,2,1,Zona Leste,40,3,None,189.1,Completa,Yes,No,No,Casa,Yes,4.04,784316.57
PROP00507,59.55,3,1,2,Subúrbio,45,3,None,292.93,Premium,Yes,No,Yes,Apartamento,No,0.58,740392.47
PROP00442,119.94,1,3,2,Zona Norte,7,,None,412.38,Completa,No,No,No,Cobertura,No,3.3,787763.39
PROP02367,124.79,4,1,1,Zona Sul,48,0,City,264.48,COMPLETA,Yes,No,No,Casa,No,1.96,1121890.37
PROP00493,69.25,2,4,1,Zona Oeste,41,0,City,677.44,Completa,No,No,No,Apartamento,No,4.53,598538.36
PROP01646,,4,2,2,Zona Leste,1,1,None,406.32,Básica,Yes,No,No,Apartamento,No,1.36,945021.07
PROP01994,92.79,3,2,3,Zona Norte,38,12,None,567.45,Completa,No,No,No,Casa,No,0.27,835316.28
PROP00920,139.92,5,1,2,Subúrbio,17,0,None,887.51,Premium,Yes,No,No,Apartamento,No,,1017636.8
PROP02129,,1,1,1,Centro,2,17,None,638.78,Básica,No,Yes,Yes,Apartamento,YES,2.62,833471.85
PROP00513,104.36,1,3,1,Subúrbio,10,19,City,317.05,Básica,Yes,No,Yes,Apartamento,No,1.49,811477.96
PROP01420,787.72,4,1,0,Zona Oeste,46,13,None,932.2,,No,Yes,Yes,Apartamento,No,,722242.86
PROP02455,127.22,2,2,2,Subúrbio,7,19,None,781.24,Básica,No,No,Yes,  Apartamento ,No,3.15,813474.07
PROP01215,85.74,4,2,3,Zona Leste,12,20,None,520.64,Completa,Yes,No,No,Apartamento,No,1.99,984632.51
PROP00629,124.93,2,3,3,Centro,20,15,,378.65,Premium,Yes,No,No,Casa,No,3.95,1294482.77
PROP01102,90.22,2,3,1,Subúrbio,19,0,None,427.06,Básica,Yes,No,Yes,Apartamento,No,4.22,488723.77
PROP01173,62.11,2,2,3,Zona Oeste,42,17,None,836.77,Completa,No,No,Yes,Casa,No,,567062.91
PROP01598,65.54,3,4,3,Subúrbio,40,0,None,637.37,Básica,Yes,No,Yes,Apartamento,No,0.03,655129.73
PROP02196,88.58,1,2,1,Zona Leste,14,3,,439.61,,Yes,No,No,Apartamento,No,1.76,764041.36
PROP01414,,1,2,1,Zona Norte,28,14,City,,Básica,Yes,Yes,No,Apartamento,No,0.52,595463.11
PROP01476,106.43,4,2,1,Zona Sul,12,-4,None,344.6,Completa,Yes,No,Yes,Apartamento,No,0.16,1076976.92
PROP02376,77.39,3,3,2,Subúrbio,49,3,City,533.21,Completa,Yes,No,Yes,Casa,Yes,0.89,802070.19
PROP00384,81.47,4,1,1,Zona Sul,18,16,None,333.11,Básica,Yes,Yes,Yes,Casa,No,3.46,1052347.0
PROP00605,25.64,3,2,2,Zona Oeste,43,17,None,657.03,Básica,No,No,No,Apartamento,Yes,2.29,577497.35
PROP02003,104.93,2,4,2,Centro,21,,,584.95,Básica,No,No,Yes,Apartamento,No,1.56,835306.15
PROP01007,94.9,1,2,1,Zona Leste,23,19,None,331.44,Completa,Yes,No,No,Cobertura,No,1.9,809224.1
PROP00847,147.54,2,3,1,Zona Leste,29,14,None,483.79,Premium,No,No,Yes,Casa,No,2.79,1015098.89
PROP02509,,2,2,2,Zona Oeste,3,8,None,,,Yes,No,Yes,Apartamento,No,1.83,951975.7
PROP01363,113.83,2,2,1,Subúrbio,42,15,None,508.09,Básica,Yes,No,Yes,Apartamento,No,1.33,679129.75
PROP00988,121.53,3,2,1,Zona Sul,34,13,None,58.84,Básica,No,Yes,No,Casa,Yes,1.39,1149415.72
PROP02437,89.45,2,2,1,Centro,20,0,None,818.17,Completa,No,Yes,No,Apartamento,No,5.05,729842.83
PROP02273,117.23,3,3,1,Centro,23,0,None,492.65,Premium,No,No,Yes,Casa,Yes,0.05,956178.67
PROP02220,,3,4,2,Zona Oeste,2,15,None,178.38,Básica,Yes,No,No,Apartamento,No,1.15,1067968.42
PROP02471,43.09,1,1,2,Subúrbio,15,15,,553.64,Completa,No,No,Yes,Apartamento,No,1.48,645460.79
PROP02442,56.47,2,1,1,Centro,39,11,None,308.87,Completa,No,No,Yes,Apartamento,No,2.02,693538.81
PROP01297,115.51,4,2,1,Zona Sul,25,10,None,763.6,Completa,No,No,Yes,Apartamento,No,1.06,981281.76
PROP01615,6.76,1,3,0,Zona Leste,19,0,None,653.71,Básica,Yes,No,No,Apartamento,Yes,1.73,362831.26
PROP02414,,3,3,0,Zona Norte,22,4,None,661.14,Completa,Yes,No,Yes,Apartamento,Yes,1.86,822576.86
PROP02206,42.54,2,2,0,Subúrbio,17,0,City,373.28,Completa,No,No,No,Apartamento,Yes,,512197.75
PROP00432,165.54,3,3,0,Zona Sul,26,0,None,142.1,Completa,Yes,No,Yes,Apartamento,No,3.99,1262017.47
PROP00437,123.28,2,2,3,Zona Norte,43,14,Park,270.11,,  Yes ,No,No,Apartamento,Yes,0.51,915429.87
PROP00141,,1,1,2,Zona Sul,50,0,City,582.59,Básica,Yes,NO,No,Casa,No,0.36,604559.62
PROP01526,,3,2,1,Zona Norte,24,5,None,1272.85,Premium,Yes,No,Yes,Apartamento,No,1.6,908591.53
PROP01074,95.42,3,4,1,Zona Oeste,43,5,City,185.02,Premium,Yes,No,Yes,Casa,Yes,2.41,1079858.43
PROP01875,,1,2,3,Zona Norte,15,12,None,555.73,Básica,No,No,Yes,Apartamento,No,4.58,607517.35
PROP00518,80.8,2,2,1,Zona Sul,32,19,None,916.53,Completa,No,No,No,Apartamento,No,1.28,676366.1
PROP02058,111.0,2,2,1,Subúrbio,10,19,None,744.77,Básica,No,No,Yes,Apartamento,No,2.26,599284.58
PROP01093,197.38,4,2,2,Zona Sul,37,,None,1024.09,Completa,Yes,No,No,Casa,No,,1143079.57
PROP01349,94.86,3,1,2,Zona Leste,23,1,None,735.97,Completa,Yes,No,Yes,Apartamento,Yes,1.47,676782.86
PROP01196,122.41,3,2,1,Centro,28,14,None,564.67,Completa,No,No,No,Casa,No,3.32,959838.46
PROP00566,,2,2,1,Zona Sul,29,8,None,374.49,Básica,Yes,No,No,Casa,Yes,0.31,806114.08
PROP01697,109.79,4,2,3,Zona Oeste,22,13,,545.18,  Básica ,Yes,No,Yes,Apartamento,No,1.63,1004916.28
PROP02152,,2,3,2,Zona Sul,33,13,None,221.1,Completa,No,No,Yes,Casa,No,4.06,958503.01
PROP02492,104.02,5,4,1,Centro,40,17,None,636.97,,No,No,Yes,Casa,No,0.66,1009326.9
PROP02487,,2,2,5,Zona Sul,8,2,None,690.55,,Yes,No,No,Apartamento,No,0.5,998559.98
PROP01503,,4,3,1,Subúrbio,50,17,None,586.37,Completa,Yes,No,No,Apartamento,Yes,,935276.93
PROP00082,97.1,2,3,2,Subúrbio,49,3,Park,850.61,Completa,Yes,No,No,Apartamento,Yes,1.17,721315.97
PROP00914,58.68,4,4,1,Zona Sul,1,20,None,1102.81,Básica,No,No,No,Apartamento,Yes,4.89,836385.85
PROP01362,70.51,2,3,2,Centro,15,12,Sea,876.49,Completa,Yes,No,Yes,Apartamento,No,1.76,866569.69
PROP00779,88.65,2,2,1,Zona Oeste,25,,None,1300.89,Completa,Yes,Yes,No,Casa,No,,747690.49
PROP00702,127.81,1,2,1,Zona Sul,3,13,None,180.69,Completa,Yes,No,No,Apartamento,No,3.52,1039085.01
PROP02510,129.76,4,4,2,Subúrbio,29,2,None,402.44,Completa,Yes,No,Yes,Casa,No,,1034604.82
PROP00983,138.9,3,1,3,Centro,2,20,None,222.04,Completa,Yes,No,No,Apartamento,No,,1277666.38
PROP00348,80.77,3,2,0,Centro,25,15,None,380.26,Premium,Yes,Yes,No,Casa,No,6.25,1029754.93
PROP01637,59.67,3,1,1,Zona Oeste,12,,None,720.22,Completa,Yes,Yes,Yes,Cobertura,No,0.35,705788.77
PROP02046,100.5,3,2,1,Zona Oeste,25,9,Park,559.88,Básica,Yes,No,Yes,Apartamento,No,1.45,832349.15
PROP00022,71.8,4,4,2,ZONA SUL,25,0,Park,494.79,,  No ,Yes,No,Casa,Yes,2.4,1287950.14
PROP00798,,3,1,2,Centro,32,,None,1038.76,Completa,Yes,Yes,Yes,Apartamento,No,1.97,902694.87
PROP01733,105.82,3,1,2,Subúrbio,0,12,None,1022.48,Básica,Yes,No,No,Casa,Yes,0.28,724305.71
PROP00841,37.31,5,2,2,Subúrbio,15,2,City,266.55,Completa,Yes,No,Yes,Apartamento,No,2.44,842400.9
PROP00191,29.45,3,2,2,Centro,47,18,Park,622.93,Básica,Yes,No,No,Casa,No,4.59,674489.95
PROP01558,159.98,3,2,1,Zona Oeste,13,4,None,418.01,Básica,No,Yes,Yes,Apartamento,No,2.0,934788.38
PROP01367,,1,2,1,Zona Leste,10,0,City,347.35,Básica,No,No,No,Apartamento,No,2.86,631232.09
PROP02007,35.75,6,4,0,Subúrbio,9,8,None,276.31,Premium,Yes,No,Yes,Apartamento,Yes,1.78,1214526.92
PROP00167,165.52,4,2,2,Zona Oeste,48,16,None,559.41,Completa,Yes,Yes,No,Cobertura,No,,1327791.13
PROP02429,102.41,2,2,3,Zona Leste,32,14,None,647.37,Básica,Yes,No,Yes,Apartamento,No,4.32,737229.45
PROP02002,77.75,1,2,3,Zona Leste,48,0,City,692.06,,Yes,No,Yes,Apartamento,Yes,2.05,793129.18
PROP00307,127.76,2,2,0,Subúrbio,40,13,None,603.95,Premium,No,No,No,Casa,Yes,0.66,821826.24
PROP01312,169.61,3,2,3,Subúrbio,43,18,City,727.29,Básica,No,Yes,Yes,Apartamento,No,0.7,1060718.61
PROP02177,55.97,3,3,1,Subúrbio,38,17,None,836.12,Básica,Yes,Yes,No,Casa,No,2.16,651091.19
PROP02335,54.28,3,2,2,Subúrbio,33,3,None,522.31,Básica,  No ,No,Yes,Apartamento,No,0.96,647788.24
PROP01972,106.9,4,3,1,Zona Oeste,2,0,None,547.15,Premium,No,Yes,No,Casa,No,4.91,1097713.13
PROP01454,113.15,1,2,0,Zona Sul,40,0,None,1238.82,Completa,Yes,Yes,No,Apartamento,No,0.29,626046.08
PROP00457,,2,1,1,Subúrbio,45,15,None,440.66,Premium,Yes,No,No,Apartamento,Yes,2.14,835802.02
PROP02380,118.98,3,2,1,Subúrbio,23,5,Sea,912.05,Básica,No,No,Yes,Apartamento,No,2.15,779433.72
PROP02122,115.88,2,2,2,Centro,44,3,None,812.47,Básica,No,Yes,No,Casa,No,1.21,725862.14
PROP01839,91.97,2,3,1,Centro,11,13,None,456.04,Premium,Yes,No,Yes,Apartamento,No,0.98,983894.27
PROP00963,203.67,3,2,1,Centro,20,19,City,822.03,Completa,Yes,No,Yes,Apartamento,No,1.77,1162399.94
PROP00409,94.32,2,1,2,Zona Oeste,21,19,None,607.12,,Yes,No,Yes,Casa,No,1.7,680407.24
PROP01110,66.78,2,6,1,Zona Norte,13,3,None,722.16,Completa,No,Yes,Yes,Apartamento,No,1.64,875351.75
PROP00325,,3,2,2,Zona Sul,8,17,None,19.42,Básica,No,No,Yes,Casa,No,2.52,1009277.01
PROP01322,42.56,2,3,1,Centro,21,0,Park,417.15,Básica,Yes,Yes,No,Casa,No,2.51,778443.44
PROP02065,109.28,3,3,1,Zona Oeste,35,7,City,49.46,Completa,No,No,Yes,Apartamento,Yes,,1028404.31
PROP00691,138.03,5,3,2,Zona Leste,19,8,None,502.37,Básica,Yes,No,Yes,Apartamento,Yes,,1129639.15
PROP01980,106.91,3,4,1,Zona Sul,33,,City,751.77,Completa,Yes,No,Yes,Apartamento,No,2.33,1090020.8
PROP00676,95.89,4,2,1,Zona Sul,12,18,None,278.33,Completa,Yes,No,No,Apartamento,No,3.9,1107914.86
PROP00389,30.0,2,2,4,Zona Norte,37,11,None,,Básica,Yes,Yes,Yes,Apartamento,No,2.05,693218.31
PROP00709,64.61,1,3,3,Zona Norte,14,,City,485.68,Premium,Yes,No,No,Casa,No,1.18,872144.56
PROP01159,139.81,2,1,0,  Centro ,48,0,Sea,28.79,Completa,No,Yes,Yes,Casa,Yes,2.46,1055994.22
PROP00556,102.2,2,4,3,Zona Oeste,23,1,City,,Completa,Yes,Yes,No,Apartamento,No,1.74,960801.71
PROP02015,118.63,3,2,0,Subúrbio,42,3,Sea,736.59,Completa,Yes,No,Yes,Casa,Yes,0.75,785971.39
PROP00293,126.8,4,2,2,Zona Sul,41,17,City,450.7,Completa,No,No,Yes,Casa,No,3.31,1272995.33
PROP01079,89.96,2,2,1,Zona Sul,49,20,  None ,,,Yes,No,Yes,Apartamento,No,0.27,892733.75
PROP00045,,3,2,1,Zona Norte,32,0,City,543.29,Completa,No,Yes,No,Apartamento,No,0.32,792124.83
PROP00607,109.08,3,2,0,Centro,2,4,None,601.14,Completa,No,No,No,Apartamento,  Yes ,2.27,828297.03
PROP00811,103.7,2,2,1,Zona Leste,7,0,None,1037.87,Completa,Yes,Yes,Yes,Apartamento,No,2.32,800177.77
PROP01621,,3,2,1,Centro,45,0,None,891.44,Básica,No,No,Yes,Apartamento,Yes,2.55,599931.43
PROP01959,32.46,1,2,1,Subúrbio,0,4,None,216.74,Completa,Yes,No,Yes,Apartamento,No,0.22,582576.15
PROP02121,79.42,1,2,1,Zona Sul,47,,None,155.5,Básica,No,No,No,Casa,No,2.06,528346.76
PROP02467,68.64,3,2,2,Subúrbio,10,17,City,464.51,,NO,No,No,Apartamento,No,1.85,708017.88
PROP01343,119.38,2,2,1,Zona Oeste,1,18,None,895.09,Básica,Yes,Yes,Yes,Casa,No,2.4,850135.95
PROP02186,78.89,2,3,1,Zona Oeste,18,16,None,398.75,Completa,Yes,No,Yes,Apartamento,No,1.97,985225.49
PROP00537,134.69,3,3,0,Subúrbio,4,4,City,715.26,Completa,Yes,No,Yes,Apartamento,No,0.27,890214.14
PROP01735,130.59,2,2,5,Zona Leste,15,13,None,783.52,Completa,No,No,No,Apartamento,No,3.05,965281.35
PROP01346,67.75,1,3,1,Zona Leste,35,20,None,885.36,Completa,Yes,No,Yes,Apartamento,No,1.48,676848.33
PROP00589,112.0,3,2,2,Centro,27,,None,791.58,Básica,Yes,No,  No ,Casa,No,2.47,772353.68
PROP00186,52.36,2,2,1,Centro,49,12,None,598.61,Básica,Yes,No,No,Cobertura,Yes,1.63,491147.4
PROP02245,75.29,1,2,2,Subúrbio,24,11,Park,214.12,Completa,Yes,No,No,Apartamento,Yes,1.14,657512.26
PROP02387,139.58,1,2,2,Zona Leste,24,2,City,119.95,Completa,Yes,Yes,No,Casa,No,,1076206.69
PROP00722,77.77,2,4,1,Zona Oeste,3,6,None,,Completa,Yes,No,No,Apartamento,No,2.03,885677.09
PROP00521,44.87,4,3,3,Zona Norte,16,12,None,554.83,Básica,No,Yes,No,Apartamento,No,0.21,823161.08
PROP01279,113.67,3,1,1,Zona Norte,31,5,None,96.25,Premium,Yes,Yes,Yes,Casa,No,2.21,1014800.26
PROP01903,191.67,2,3,0,Zona Norte,6,20,City,415.39,Completa,Yes,No,Yes,Apartamento,No,1.46,1192170.89
PROP00313,21.27,3,3,1,Zona Norte,26,,City,1303.35,Completa,Yes,No,Yes,Cobertura,No,2.59,946356.96
PROP00877,,4,3,1,Subúrbio,28,1,None,593.68,Básica,Yes,Yes,No,Casa,No,4.15,844131.14
PROP01350,81.4,1,3,3,Zona Oeste,7,13,Park,319.94,Completa,Yes,Yes,No,Casa,No,2.14,1017487.02
PROP00946,124.17,3,2,1,Zona Sul,50,20,,384.51,Completa,Yes,Yes,Yes,Cobertura,  Yes ,2.61,1085542.69
PROP02105,132.31,3,2,3,Zona Sul,35,4,City,80.89,Completa,Yes,No,Yes,Apartamento,No,2.25,1224214.62
PROP00164,151.64,2,2,3,Subúrbio,38,0,City,581.08,Premium,No,No,Yes,Apartamento,Yes,5.04,942528.75
PROP01485,94.86,1,4,3,Zona Leste,16,7,None,442.67,Completa,Yes,No,Yes,Apartamento,Yes,1.28,881544.81
PROP02260,82.3,3,3,2,Zona Norte,10,3,None,9.72,Básica,Yes,No,Yes,Apartamento,No,2.34,824665.23
PROP01409,101.37,3,4,1,Zona Oeste,10,16,City,259.86,,No,No,Yes,Apartamento,No,3.38,1206599.5
PROP01579,127.64,3,3,2,Zona Oeste,13,0,None,690.39,Completa,No,No,Yes,Apartamento,No,0.61,900489.58
PROP00248,93.13,3,2,3,Zona Leste,48,9,None,1196.55,Premium,No,No,No,Apartamento,No,1.02,719525.08
PROP01954,,4,2,2,Subúrbio,1,17,None,809.8,Básica,No,No,Yes,Casa,No,3.03,861636.35
PROP01220,,4,1,1,Zona Norte,32,2,None,299.98,Completa,Yes,Yes,Yes,Apartamento,Yes,,1151627.65
PROP00870,90.21,3,2,2,Zona Leste,36,,,411.96,Completa,No,No,No,Casa,No,0.1,840300.1
PROP00171,,3,4,1,Zona Leste,43,15,None,364.32,Básica,Yes,No,Yes,Apartamento,No,3.29,767049.79
PROP02081,140.06,2,2,2,Zona Leste,24,12,Park,551.27,Completa,No,No,No,Casa,No,0.66,940737.14
PROP02336,110.42,2,2,2,Zona Leste,48,19,None,846.67,Completa,Yes,No,No,Apartamento,No,1.12,770079.73
PROP01421,150.25,2,2,1,Zona Sul,32,0,None,172.87,Completa,Yes,Yes,Yes,Apartamento,No,0.92,1123337.28
PROP02473,118.67,4,3,2,Zona Oeste,24,15,None,,Completa,Yes,No,No,Apartamento,No,3.13,1076112.72
PROP01427,18.07,3,4,2,Zona Sul,20,18,None,171.51,COMPLETA,Yes,No,No,Apartamento,No,1.17,1000862.07
PROP00506,52.73,3,2,3,Centro,38,0,City,651.4,Básica,No,Yes,No,Apartamento,No,3.81,738837.51
PROP01217,135.21,2,1,0,Zona Oeste,200,2,City,748.82,Básica,No,No,Yes,Apartamento,No,1.82,471515.01
PROP01557,46.07,1,2,2,Zona Norte,12,20,None,210.12,Básica,No,Yes,Yes,Apartamento,No,1.39,614509.21
PROP00282,57.39,3,3,2,Zona Leste,40,,None,567.2,,Yes,No,Yes,Apartamento,No,2.24,743412.67
