sale_id,marketing_spend,website_traffic,conversion_rate,avg_product_rating,discount_percentage,num_products,avg_price,customer_reviews,return_rate,product_category,competition_level,seasonality,free_shipping,payment_methods,mobile_traffic_pct,monthly_sales
SALE00995,3204.49,10186,5.43,2.23,10,164,174.04,134,8.86,Electronics,Medium,High,No,Debit Card,69.75,7300.67
SALE00688,8455.29,,5.52,2.91,25,282,130.2,211,10.9,Electronics,Medium,Low,Yes,Credit Card,58.67,8357.99
SALE00224,1960.97,12852,5.68,3.03,10,161,56.32,463,,Fashion,High,Low,Yes,PayPal,69.8,6662.51
SALE02108,4132.72,18867,5.03,3.48,10,114,153.65,413,7.95,Home,Low,Low,Yes,Credit Card,66.45,6561.51
SALE02431,7044.83,7954,6.15,2.82,15,197,213.74,721,,Fashion,High,Medium,No,PayPal,66.73,7823.88
SALE02342,4629.92,4351,4.48,3.14,25,260,95.35,162,6.82,Electronics,High,Medium,No,PayPal,80.06,8253.7
SALE01834,3322.11,15628,6.74,2.35,5,396,248.61,717,7.81,Electronics,Medium,High,No,Credit Card,61.64,6565.26
SALE01730,3582.11,19289,4.66,3.19,20,166,197.22,654,7.37,Electronics,Low,Low,Yes,Bank Transfer,63.04,7125.37
SALE00491,6908.97,10974,3.45,2.72,10,45,106.19,587,8.14,Books,Medium,High,Yes,Debit Card,58.66,7531.06
SALE00092,2282.99,16412,3.18,2.78,30,323,124.5,549,8.06,Sports,Low,Medium,Yes,Credit Card,61.32,7307.09
SALE01836,,6390,6.45,3.38,15,240,105.31,370,9.29,Home,High,Medium,Yes,Bank Transfer,67.81,7723.32
SALE01736,3566.43,11599,5.88,2.81,15,99,61.88,995,11.14,Fashion,  High ,Low,Yes,Credit Card,72.52,8100.68
SALE01748,7398.83,6137,5.34,3.56,10,92,70.91,509,9.14,Home,High,Low,No,PayPal,64.17,8008.13
SALE02018,7260.54,15587,6.18,3.42,5,19,269.51,979,7.96,Books,Low,Low,No,PayPal,75.88,8479.06
SALE01125,5407.85,14511,6.8,2.54,10,414,246.55,948,8.26,Electronics,High,Medium,Yes,Credit Card,70.1,7988.84
SALE02455,5974.19,19036,5.72,3.15,0,492,160.92,950,,Fashion,Medium,Medium,Yes,PayPal,67.73,6873.41
SALE02427,6182.47,10496,,2.96,25,318,187.74,107,6.74,Electronics,Medium,Low,No,Debit Card,60.84,7811.23
SALE01576,6025.17,11994,4.85,,15,485,137.54,569,10.53,Fashion,Medium,Medium,Yes,Debit Card,78.53,8712.8
SALE00449,5231.76,19578,7.37,2.68,25,96,276.87,616,9.87,Books,Medium,Medium,Yes,Debit Card,67.49,9916.42
SALE00163,,14590,6.11,3.24,10,408,84.86,243,8.12,Electronics,Medium,  High ,Yes,Credit Card,72.8,7840.48
SALE01814,3777.98,9278,4.94,2.66,15,113,117.58,127,8.67,Home,High,Medium,  Yes ,Debit Card,73.14,8381.23
SALE01819,6782.05,,5.16,3.59,10,500,185.79,46,6.62,Electronics,Medium,Low,No,Bank Transfer,69.42,7522.21
SALE02253,7230.57,,,3.67,10,371,145.32,713,9.76,Home,Medium,Medium,No,PayPal,80.54,7330.83
SALE01711,1983.04,17110,5.95,3.89,25,452,389.56,,8.43,Home,Medium,High,Yes,PayPal,67.36,7821.84
SALE00250,5243.8,8941,6.54,2.49,0,18,302.67,190,8.44,Fashion,Medium,Medium,Yes,Bank Transfer,65.25,6887.08
SALE00118,2993.64,17643,5.98,3.48,10,33,41.69,828,10.2,Books,Medium,Medium,Yes,Credit Card,71.75,7952.09
SALE00982,4667.11,25535,6.48,,20,142,175.85,557,7.22,Home,Medium,Medium,Yes,Debit Card,51.92,9133.39
SALE01230,4487.23,,5.04,1.8,10,37,68.13,931,8.89,Electronics,Medium,High,Yes,Debit Card,74.58,7411.01
SALE01019,3036.19,15572,4.94,2.74,10,211,89.73,974,10.61,Electronics,Medium,High,Yes,Credit Card,72.13,6120.08
SALE00872,4363.08,16081,4.03,2.9,5,129,205.48,166,9.75,Electronics,Low,Medium,Yes,Credit Card,62.95,6649.49
SALE01575,3797.66,15435,5.93,2.26,10,81,147.13,720,8.33,Books,Low,Medium,Yes,Bank Transfer,75.79,7207.54
SALE01919,3567.44,14925,,,10,59,101.68,108,9.36,Fashion,Low,  Low ,No,Credit Card,63.09,7597.55
SALE00138,4947.87,24277,6.33,3.04,10,248,55.76,44,9.79,Sports,Medium,  High ,Yes,Credit Card,80.38,7793.38
SALE00894,5547.22,14283,4.65,3.0,30,272,95.24,880,9.04,Books,High,  Medium ,Yes,Bank Transfer,72.38,8188.04
SALE00538,1314.93,9594,4.71,,10,462,266.89,248,8.75,Sports,Medium,Low,Yes,Bank Transfer,76.09,6515.35
SALE02285,5999.16,18647,5.17,3.34,15,146,128.84,422,7.41,Fashion,High,Medium,Yes,Bank Transfer,68.5,7366.54
SALE01199,6059.65,14148,4.82,2.88,15,410,111.38,33,8.4,Fashion,High,High,No,Bank Transfer,76.14,8380.59
SALE01832,2997.84,15267,6.35,2.51,10,329,274.89,246,8.77,Home,High,Medium,Yes,PayPal,72.81,7059.78
SALE02240,3543.83,17672,7.69,,10,407,48.99,286,5.94,Home,Low,High,No,Credit Card,78.14,8205.35
SALE02061,4357.3,11446,7.02,2.75,15,18,209.05,836,,Electronics,Low,Medium,No,Credit Card,83.27,8096.62
SALE00753,5518.73,17200,,2.7,30,100,112.78,566,8.85,Fashion,High,High,Yes,PayPal,68.17,8288.49
SALE02064,4859.5,20518,4.64,3.55,15,295,87.84,907,8.06,Home,Medium,Medium,Yes,Debit Card,63.71,6813.68
SALE01932,6508.35,9507,6.06,3.14,30,129,225.33,900,9.52,Sports,Medium,  Medium ,Yes,Debit Card,77.99,8345.42
SALE01508,4660.12,16040,5.11,3.62,15,169,110.06,257,10.94,Home,Low,Low,Yes,PayPal,76.51,6957.24
SALE01434,5772.38,10508,4.68,,10,371,26.16,738,8.15,Electronics,Medium,Low,No,PayPal,73.07,7010.85
SALE02093,5326.39,10577,4.19,2.63,10,150,157.54,135,10.19,Home,  Low ,Medium,No,Bank Transfer,76.02,6756.31
SALE00159,6119.23,10742,6.21,2.8,25,372,125.26,428,10.6,Fashion,High,Low,Yes,Bank Transfer,71.77,8851.93
SALE00574,7218.61,17142,6.95,3.09,15,488,196.64,,8.45,Fashion,Medium,High,Yes,Bank Transfer,55.96,8073.36
SALE01169,2293.72,12950,5.49,3.74,15,286,152.67,645,10.01,Electronics,High,Medium,Yes,Bank Transfer,73.38,7868.59
SALE00334,6110.2,23964,5.34,3.63,15,13,111.67,877,5.73,Home,Medium,High,Yes,Debit Card,76.35,7353.84
SALE01052,4207.66,12717,7.3,2.9,5,440,109.46,774,,Sports,High,Low,Yes,Debit Card,77.01,7720.56
SALE01187,6648.07,14308,6.54,2.8,25,189,281.74,415,8.53,Fashion,Medium,Medium,Yes,Debit Card,70.92,8930.12
SALE01077,3589.0,18118,4.22,,10,216,227.38,939,9.18,Electronics,High,Medium,Yes,Debit Card,64.1,7085.72
SALE02039,3524.42,7492,4.9,2.67,20,157,202.95,,7.65,Fashion,Low,Low,Yes,PayPal,68.88,7711.76
SALE00362,4266.38,3191,7.15,2.82,20,17,250.5,661,8.02,Electronics,Medium,Low,  YES ,Bank Transfer,61.48,8491.65
SALE00601,3477.52,13475,5.73,3.01,10,307,255.73,875,3.99,Home,High,Medium,No,PayPal,62.19,7544.64
SALE00444,2619.21,14877,7.12,4.11,15,464,216.85,756,10.25,Books,High,Medium,No,Bank Transfer,71.63,7777.26
SALE00124,,10794,5.03,2.65,20,268,124.64,404,10.5,Sports,Medium,Medium,Yes,PayPal,69.68,7767.33
SALE00686,2408.6,24599,6.32,2.69,10,176,130.22,652,8.36,Books,Low,Low,No,PayPal,82.91,7526.16
SALE00656,,18325,5.72,2.9,10,317,277.87,852,8.97,Books,Medium,High,Yes,Bank Transfer,77.23,7962.29
SALE00586,1230.22,11009,5.84,3.08,15,397,48.14,413,8.45,Sports,Medium,Medium,Yes,Bank Transfer,63.12,6776.72
SALE01930,428.25,,6.37,3.16,15,175,113.16,874,45.31,Home,Medium,High,Yes,Debit Card,60.79,7942.54
SALE00440,2985.59,16268,5.83,2.45,15,114,152.24,,7.26,Books,Medium,Medium,Yes,PayPal,66.06,7932.05
SALE01386,8912.89,,6.58,3.04,5,66,85.0,297,11.07,Fashion,Low,Low,Yes,Bank Transfer,72.97,7769.63
SALE01323,5298.47,13895,4.84,3.67,10,151,136.1,567,8.94,Fashion,High,Medium,Yes,Bank Transfer,69.19,8090.58
SALE02468,2522.33,20803,5.16,,15,430,141.8,92,6.46,Electronics,Medium,Low,No,PayPal,67.87,7777.24
SALE01951,4633.37,14662,4.77,2.64,15,197,16.92,199,8.43,Home,High,Medium,Yes,PayPal,76.27,6866.7
SALE00965,6430.43,17360,4.27,3.03,10,158,28.9,832,9.03,Books,High,High,Yes,Debit Card,68.36,7495.61
SALE01497,5817.69,15342,5.79,3.44,10,304,208.78,572,8.01,Books,Medium,Medium,Yes,Credit Card,78.61,7647.08
SALE00895,5571.51,16763,5.14,3.42,30,391,98.08,988,8.08,Books,Medium,Low,No,Credit Card,68.76,8187.44
SALE02194,,16735,6.18,2.53,10,193,243.53,723,10.62,Fashion,High,Low,Yes,Bank Transfer,54.4,6158.15
SALE01569,2645.72,14465,5.79,2.78,20,286,34.35,914,7.99,Home,Medium,Low,Yes,Debit Card,61.9,8130.72
SALE01296,2285.26,16298,5.55,2.97,10,456,307.24,762,11.7,Home,Medium,Medium,Yes,PayPal,70.62,6096.21
SALE01124,7901.15,16809,4.02,,30,140,155.73,391,7.5,Sports,High,Medium,Yes,Credit Card,59.42,8483.7
SALE01038,3659.46,5173,6.19,2.79,10,331,50.9,,9.64,Home,Medium,Medium,No,Credit Card,68.62,6069.09
SALE01141,2041.11,4202,4.5,2.94,15,353,214.13,410,9.65,Sports,High,High,No,Bank Transfer,67.71,6319.21
SALE00958,-623.5,23856,3.84,3.02,15,124,170.88,863,7.84,Books,High,Medium,Yes,Bank Transfer,79.2,7307.61
SALE00667,4048.33,28703,6.31,3.26,30,220,53.5,183,9.54,Fashion,Low,Low,No,PayPal,64.65,9108.11
SALE01428,7903.96,12553,3.79,3.04,15,50,115.86,429,9.92,Fashion,Medium,High,No,Credit Card,75.2,8792.95
SALE00540,6445.57,11105,5.52,3.37,10,245,44.23,805,12.79,Fashion,Medium,Low,No,Debit Card,73.55,8040.83
SALE00701,2392.25,14539,5.24,2.72,10,117,232.61,975,7.49,Fashion,Medium,Medium,Yes,Debit Card,75.71,6436.8
SALE01533,1319.45,13005,3.75,2.4,15,267,74.78,,9.86,Electronics,Medium,MEDIUM,No,PayPal,62.73,8236.63
SALE02067,4973.14,19015,5.36,2.97,0,468,64.87,129,7.92,Electronics,Medium,Low,Yes,PayPal,65.47,6870.04
SALE00419,5623.62,14992,5.18,3.56,5,252,117.45,335,8.0,Fashion,Medium,Medium,Yes,Debit Card,68.22,7062.09
SALE01202,1652.22,,5.66,2.86,10,214,259.86,,9.43,Electronics,Medium,Medium,Yes,Bank Transfer,62.85,7237.12
SALE00594,2662.85,16329,5.09,2.79,10,103,61.72,838,6.91,Electronics,High,Low,Yes,Debit Card,72.87,7043.15
SALE01529,7453.97,13348,6.52,,20,487,9.72,859,7.5,Sports,Medium,High,No,PayPal,60.04,9052.35
SALE00482,,20628,4.87,2.15,10,95,68.05,49,6.78,Fashion,Medium,Medium,No,Credit Card,69.87,7752.24
SALE02248,4104.85,17188,4.83,3.14,10,374,184.73,331,10.95,Home,Low,High,Yes,PayPal,83.31,7360.57
SALE01893,1217.32,15024,,3.29,30,446,210.75,859,8.96,Electronics,Low,Low,Yes,Debit Card,71.43,9055.75
SALE00997,4040.33,25479,4.83,2.23,15,99,186.67,836,10.35,Fashion,Low,Low,No,Bank Transfer,62.77,7749.19
SALE00717,4040.42,14707,6.29,3.06,10,464,155.07,212,9.07,Sports,Medium,High,No,Credit Card,71.82,7683.13
SALE00852,6087.31,13893,4.29,2.62,15,394,56.18,741,57.63,Fashion,  High ,Medium,Yes,Bank Transfer,70.93,7801.6
SALE01348,3335.07,20929,,2.34,10,184,221.21,154,10.03,Sports,High,Low,Yes,Bank Transfer,70.74,7197.84
SALE01093,3375.03,16466,,2.66,15,59,246.73,365,9.37,Fashion,Medium,Low,Yes,Credit Card,60.64,8038.17
SALE00660,3963.49,22550,4.89,2.91,10,490,55.78,939,9.66,Books,Medium,Low,Yes,Credit Card,72.77,7301.81
SALE01906,2011.78,21801,5.08,3.54,30,468,71.49,862,7.57,Sports,Medium,Medium,No,PayPal,73.28,7774.35
SALE00142,7235.51,9976,5.49,2.71,10,28,262.09,,,Home,Medium,Medium,Yes,Credit Card,68.79,7508.7
SALE01316,284.02,19894,5.63,3.32,10,492,202.34,670,11.37,Fashion,Low,Medium,No,PayPal,75.55,7158.86
SALE01403,4471.12,19324,4.03,2.88,25,44,145.64,678,9.66,Fashion,High,Low,No,Bank Transfer,64.8,7602.59
SALE02295,2422.65,16370,4.93,3.3,30,318,308.93,355,11.95,Home,Medium,High,No,Credit Card,71.56,7858.55
SALE02028,81.87,22263,5.79,3.41,10,142,248.63,550,9.79,Sports,Low,High,No,Debit Card,62.54,6669.95
SALE02060,6655.32,6337,,2.87,10,458,130.51,674,10.69,Fashion,Low,High,Yes,Debit Card,71.17,8318.14
SALE02173,4493.79,17860,4.54,2.73,10,436,178.32,922,7.78,Books,High,Low,Yes,Bank Transfer,68.02,7862.95
SALE01079,6473.68,15896,4.79,3.66,10,260,205.14,6,7.17,Home,High,Medium,Yes,Credit Card,62.67,7341.71
SALE00464,5703.16,16733,4.7,3.19,10,182,108.82,666,7.43,Books,High,Low,No,Credit Card,68.26,7325.61
SALE00327,3227.62,18193,6.82,,25,440,253.8,402,8.75,Fashion,High,Medium,No,PayPal,78.04,7675.45
SALE00589,5306.41,23611,5.68,1.96,10,173,317.09,269,11.65,Home,High,Medium,No,Credit Card,72.86,8248.17
SALE02104,7299.82,21279,3.6,2.57,5,293,93.52,,6.54,Fashion,Medium,Low,Yes,PayPal,72.69,7440.34
SALE01347,7748.9,5639,5.46,3.76,15,475,210.81,635,6.07,Electronics,High,Low,Yes,Debit Card,70.79,6777.13
SALE00741,4550.89,24629,3.63,3.66,10,109,199.8,793,6.04,Home,Medium,Low,No,Bank Transfer,68.85,6281.75
SALE00169,3946.97,11409,6.84,3.57,10,266,167.49,953,6.5,Home,High,Low,No,Bank Transfer,68.09,7395.54
SALE02312,2816.33,21925,4.46,3.9,30,56,109.92,678,8.79,Electronics,High,Medium,No,PayPal,80.8,7446.19
SALE00879,4242.99,15052,7.01,2.92,10,453,212.22,171,8.85,Sports,Low,Medium,No,Debit Card,83.55,8331.8
SALE00029,8190.43,,6.21,3.31,10,197,85.93,255,,Books,MEDIUM,Low,Yes,Debit Card,77.88,8580.6
SALE01838,1076.27,21510,5.4,3.22,10,209,191.43,540,9.27,Fashion,Low,Low,Yes,PayPal,67.89,6645.66
SALE02133,3513.54,17823,5.28,2.75,15,297,160.39,979,,Fashion,High,Low,Yes,Credit Card,68.5,7621.1
SALE02143,2340.24,10857,7.02,3.17,25,144,72.6,160,8.51,Fashion,Medium,Low,No,CREDIT CARD,67.27,8299.88
SALE02340,1272.08,13989,5.28,2.87,5,371,136.05,19,8.28,Home,High,MEDIUM,Yes,Bank Transfer,64.48,7245.17
SALE00927,5273.45,16908,5.82,3.19,10,493,38.87,252,8.89,Sports,Medium,Medium,Yes,PayPal,74.85,7395.08
SALE01009,8798.94,17505,6.54,,20,396,175.99,372,,Electronics,High,Medium,No,Bank Transfer,71.95,8403.42
SALE00655,3448.4,8071,4.97,,30,115,122.37,699,10.01,Books,Medium,High,No,PayPal,65.08,8351.62
SALE02078,3868.79,18348,5.57,2.88,5,146,116.75,168,7.85,Electronics,Low,High,No,Bank Transfer,54.35,6791.6
SALE01289,5276.02,17812,3.4,3.16,25,498,79.37,406,10.84,Home,Medium,Low,No,PayPal,64.91,8248.75
SALE01901,3624.66,14998,5.46,3.32,15,196,87.15,926,,Electronics,Low,Medium,Yes,Credit Card,67.31,7665.06
SALE01878,6157.52,,7.33,3.88,15,129,114.28,17,,Electronics,Medium,High,Yes,Debit Card,74.52,8043.86
SALE01318,3419.95,11246,,2.68,25,223,43.37,297,,Electronics,High,Low,Yes,Credit Card,69.46,7492.41
SALE01787,573.92,13224,4.61,2.44,5,420,255.19,738,8.83,Sports,Medium,Medium,Yes,Debit Card,74.97,7132.31
SALE00620,6571.11,17418,4.25,1.99,15,495,199.62,459,9.88,Fashion,Medium,Medium,Yes,PayPal,59.83,7835.91
SALE01866,1867.67,14412,5.31,2.95,10,105,67.25,561,11.8,Electronics,High,Low,Yes,  Bank Transfer ,60.38,6914.6
SALE01049,,18752,6.33,2.39,15,211,238.56,505,7.1,Home,Medium,Medium,No,Debit Card,65.72,9317.02
SALE01030,5957.4,16188,4.35,3.32,5,289,50.21,960,8.55,Electronics,Low,Medium,Yes,Credit Card,70.89,7638.71
SALE01466,4705.33,11567,4.39,2.52,10,207,114.12,140,9.79,Home,High,Low,No,Bank Transfer,70.99,7514.96
SALE01657,5622.56,10227,6.12,,15,16,284.65,264,8.3,Home,Medium,Low,Yes,PayPal,70.79,7757.53
SALE02157,4498.78,14530,3.54,3.31,25,375,224.18,513,10.16,Electronics,Medium,Low,Yes,Credit Card,66.92,8046.19
SALE00687,4559.35,13617,4.88,3.15,10,402,207.86,716,8.88,Books,Medium,Low,Yes,Debit Card,73.51,7509.25
SALE00290,2701.86,12522,3.64,3.02,25,396,143.83,634,6.76,Electronics,Medium,Medium,Yes,Bank Transfer,74.51,7995.9
SALE00580,4301.63,,6.06,3.86,10,275,64.82,848,7.83,Electronics,High,Low,Yes,PayPal,63.13,8479.4
SALE00042,4765.91,10111,6.66,2.97,10,261,20.03,384,9.57,Books,Low,High,Yes,PayPal,78.9,8593.79
SALE00148,2957.56,21116,4.78,3.24,30,397,268.08,140,7.38,Fashion,Medium,High,No,Credit Card,56.23,8143.47
SALE00846,6712.15,11978,4.49,2.43,10,391,240.84,189,6.32,Books,Low,High,Yes,Bank Transfer,64.58,7433.2
SALE02245,73894.17,13585,5.02,3.23,0,189,18.53,598,10.88,Fashion,Medium,Medium,No,PayPal,72.47,7637.47
SALE02415,5015.42,25090,5.66,3.16,10,153,187.64,189,,Electronics,Medium,Medium,Yes,Bank Transfer,56.82,7893.55
SALE02193,6478.25,19753,4.67,,5,469,186.77,723,7.41,Sports,MEDIUM,Medium,No,PayPal,68.48,7663.7
SALE02393,5751.29,19998,,3.77,15,44,33.72,665,10.91,Home,Low,Medium,No,Bank Transfer,71.41,7647.07
SALE00908,276.69,13367,5.13,3.04,10,250,129.38,710,9.53,Home,Medium,Low,Yes,Credit Card,51.0,6057.43
SALE01754,4822.11,22632,3.98,2.72,10,104,221.4,387,8.81,Fashion,Low,Medium,Yes,Debit Card,66.06,5828.57
SALE00897,5705.62,10504,5.52,3.72,10,224,218.53,706,11.6,Home,High,High,No,Debit Card,52.9,7096.86
SALE00560,4063.85,16493,4.73,3.74,15,54,68.56,818,9.58,Electronics,High,Medium,No,PayPal,67.6,7742.39
SALE02405,2530.01,8576,6.16,2.61,10,227,157.8,583,7.89,Sports,Medium,Low,No,Credit Card,62.08,6597.19
SALE01352,,191152,6.5,3.71,10,476,67.57,736,9.94,Fashion,Medium,Low,Yes,Debit Card,75.37,7097.03
SALE02210,4787.95,13409,5.33,3.32,10,429,115.71,768,,Books,Medium,Medium,No,Credit Card,71.48,7452.89
SALE01920,8071.39,15500,5.02,2.94,15,12,54.25,532,8.22,Home,Medium,Medium,Yes,Credit Card,55.03,8643.31
SALE00496,4981.19,22474,5.88,2.59,15,494,242.03,984,,Fashion,Medium,Medium,No,PayPal,72.76,8338.19
SALE00889,3812.0,17237,6.17,2.46,20,78,230.4,385,9.54,Electronics,Medium,Medium,Yes,Debit Card,66.31,8567.47
SALE02147,1040.58,13827,4.8,3.68,15,167,131.21,855,8.85,Books,Medium,Medium,No,Bank Transfer,65.95,6470.06
SALE00353,4069.23,19854,5.53,3.58,15,408,99.43,474,9.15,Electronics,High,High,Yes,Debit Card,68.56,8396.31
SALE00531,7512.94,9951,5.77,,10,215,261.59,992,10.35,Home,High,Medium,Yes,PayPal,73.11,8473.57
SALE00357,,19386,5.48,2.77,10,303,188.33,107,10.46,Books,Medium,High,No,Credit Card,84.32,6863.79
SALE01415,2153.59,18522,,3.06,10,17,9.2,994,8.86,Home,Low,Medium,No,Debit Card,65.7,7366.13
SALE00101,5065.48,,7.01,2.51,0,365,149.88,744,8.51,Electronics,Medium,Low,Yes,PayPal,74.97,7140.05
SALE00994,,15013,6.88,3.39,10,78,108.91,,10.39,Fashion,Medium,Low,Yes,Bank Transfer,71.92,7367.67
SALE02280,9447.3,16414,6.11,2.92,20,39,29.06,470,10.57,Books,Medium,Low,No,PayPal,76.25,8923.98
SALE00436,6337.72,10193,5.42,2.33,10,229,84.19,674,8.36,Fashion,High,Low,No,Credit Card,74.67,7657.88
SALE02281,9065.83,6520,5.12,2.25,15,453,292.95,828,10.58,Fashion,Medium,High,No,Debit Card,65.18,8420.48
SALE00930,7016.97,9629,5.57,2.29,15,38,187.08,227,7.01,Books,Low,Low,No,PayPal,60.07,8252.83
SALE02376,7125.42,15164,6.2,2.78,10,366,141.64,282,7.26,Electronics,High,Medium,Yes,Debit Card,71.35,8598.74
SALE01547,7125.68,9259,6.83,3.35,15,355,79.3,200,11.32,Fashion,Low,Medium,No,Bank Transfer,63.05,8855.87
SALE01983,6945.27,10834,7.12,2.87,25,198,146.85,,9.6,Electronics,Medium,Low,No,PayPal,66.55,8993.13
SALE01572,3969.74,16374,4.78,2.47,10,444,236.34,444,9.33,Electronics,Medium,MEDIUM,Yes,Credit Card,81.81,7847.32
SALE00019,2226.95,14709,5.68,2.72,10,79,74.2,972,6.72,Electronics,High,Medium,Yes,Bank Transfer,57.2,7208.72
SALE01216,9716.42,4734,5.64,2.33,30,450,84.25,523,9.51,Fashion,Medium,Medium,No,Credit Card,81.27,9642.18
SALE01744,,17660,6.39,2.2,10,60,201.8,231,6.35,Electronics,Medium,Medium,Yes,Bank Transfer,66.25,8514.26
SALE01317,4980.8,9936,5.58,,15,484,214.04,715,8.91,Books,Medium,Medium,Yes,PayPal,71.37,8202.36
SALE01967,2945.31,,6.85,2.6,10,221,92.82,112,8.59,Books,Medium,High,No,PayPal,68.29,7549.17
SALE00635,8710.0,19997,4.4,2.97,10,24,5.66,195,,Books,High,Low,Yes,Debit Card,62.16,8761.19
SALE01076,5100.08,22536,5.34,3.5,10,330,158.67,294,9.58,Books,Low,Medium,Yes,Credit Card,65.88,7710.77
SALE01861,5312.0,14860,6.01,,30,102,208.86,348,10.0,Electronics,Medium,High,Yes,Debit Card,78.72,8345.76
SALE00914,2329.82,19427,6.08,2.3,10,104,259.45,522,6.92,Home,Low,High,Yes,Debit Card,64.55,6354.81
SALE02166,5460.32,22849,4.69,2.27,0,127,116.72,502,10.42,Home,Medium,Medium,Yes,Debit Card,56.25,7043.45
SALE01153,4301.75,17916,4.67,,10,118,234.1,955,9.98,Fashion,Medium,Low,Yes,Credit Card,78.83,6475.52
SALE00243,2710.11,6267,,2.53,15,170,212.32,487,10.24,Books,High,Medium,Yes,Bank Transfer,60.12,7442.42
SALE01286,4311.67,7852,5.85,3.38,15,347,16.16,,8.3,Electronics,Medium,Low,Yes,PayPal,68.23,7547.5
SALE02424,6039.9,12486,4.33,3.16,10,81,244.7,372,8.4,Books,Medium,Low,Yes,PayPal,68.23,7767.31
SALE01851,8987.86,,4.94,2.77,5,275,78.28,870,9.08,Electronics,High,High,Yes,Bank Transfer,60.34,7846.28
SALE01229,9235.0,14286,7.18,3.41,10,252,126.37,691,8.2,Fashion,High,Medium,No,Bank Transfer,66.45,9054.05
SALE01534,1988.98,11354,5.96,3.32,0,290,183.6,84,9.0,  Electronics ,Medium,Medium,No,Bank Transfer,66.48,6953.54
SALE00946,2431.58,20471,,3.27,5,291,113.76,425,9.41,Sports,Medium,Low,Yes,Bank Transfer,65.71,6629.96
SALE00791,663.84,12732,5.95,2.09,10,365,101.87,453,10.86,Electronics,Low,High,Yes,Credit Card,55.63,6470.77
SALE00907,2770.39,14446,6.12,2.83,10,477,65.22,703,9.13,Books,Low,Medium,No,Bank Transfer,81.47,7741.71
SALE00584,61411.55,18167,6.26,2.9,10,261,5.59,369,7.5,Electronics,Medium,Medium,Yes,PayPal,66.62,8208.06
SALE02386,4867.75,9337,5.35,,15,84,195.33,242,6.42,Books,Low,Medium,Yes,Bank Transfer,71.24,7065.79
SALE00343,5299.36,8773,,3.32,10,191,88.14,,10.41,Electronics,Medium,Medium,Yes,Debit Card,58.49,5848.98
SALE00058,2639.67,14041,5.81,3.16,5,167,95.24,916,11.14,Fashion,  High ,Low,Yes,Credit Card,61.36,6695.09
SALE01157,,24721,6.5,2.48,10,330,60.45,820,10.45,Sports,Medium,Medium,Yes,PayPal,66.79,7223.64
SALE01020,8307.8,22926,5.02,3.3,5,28,20.93,596,9.43,Sports,High,Medium,Yes,Bank Transfer,70.0,6855.77
SALE01859,4832.32,14516,6.96,3.01,5,486,171.53,241,7.06,Fashion,Low,Low,Yes,Credit Card,57.75,7565.64
SALE02050,3896.61,8717,5.83,2.68,10,112,168.83,,9.1,Fashion,Medium,Medium,Yes,Bank Transfer,68.78,6740.27
SALE02385,,,3.28,2.8,15,19,27.46,262,8.94,Sports,Medium,Medium,Yes,Bank Transfer,79.41,7781.62
SALE00120,4294.63,15591,5.83,2.91,5,86,154.03,847,11.22,Home,Medium,High,Yes,Bank Transfer,75.01,7612.28
SALE02017,4409.09,15574,4.5,2.34,15,484,317.64,808,6.28,Fashion,Medium,Medium,No,Credit Card,72.78,7957.31
SALE00134,1716.03,26153,6.1,2.96,0,500,82.99,284,10.83,Books,Medium,Medium,No,Credit Card,63.55,6912.73
SALE01280,4578.82,9738,5.68,3.52,0,103,119.64,516,8.59,Electronics,Medium,Medium,Yes,Credit Card,58.19,6832.87
SALE00366,4844.91,20522,7.26,2.62,5,139,199.34,23,7.65,Home,High,Medium,No,Bank Transfer,67.74,7093.03
SALE01948,5814.52,14061,5.59,2.39,15,24,159.22,243,10.44,Books,High,Medium,Yes,PayPal,62.75,7122.93
SALE01747,1657.96,16959,5.49,2.96,10,280,139.03,42,8.56,Fashion,High,Medium,Yes,Debit Card,73.49,6430.33
SALE00319,5549.32,10125,8.14,2.61,0,142,217.53,793,10.16,Home,High,Medium,Yes,Debit Card,62.17,7318.43
SALE01445,5954.83,14975,5.18,3.36,10,241,209.48,508,8.44,Books,Medium,Medium,Yes,Credit Card,62.69,7481.68
SALE01703,1499.33,16868,5.78,2.63,10,71,115.1,342,9.1,Fashion,Medium,Low,Yes,PayPal,84.08,7116.2
SALE00648,3058.7,11207,5.21,3.18,5,372,145.79,622,7.88,Home,Medium,Low,Yes,Bank Transfer,81.63,7108.71
SALE01628,1441.64,19803,5.26,2.47,0,327,133.52,813,8.42,Electronics,Medium,Low,No,PayPal,67.38,7772.98
SALE00702,1678.22,10359,6.08,3.39,10,58,179.04,284,7.65,Sports,Low,Medium,Yes,Bank Transfer,56.59,6672.6
SALE02091,4098.62,16715,4.17,2.86,15,281,116.07,783,10.54,Books,High,Medium,No,Credit Card,78.2,6679.87
SALE00282,4426.23,11830,4.75,2.46,15,351,147.14,541,9.5,Electronics,Medium,Medium,  No ,Credit Card,70.24,7160.66
SALE01784,4266.39,19206,5.48,3.03,20,158,138.2,564,8.79,Sports,High,Low,Yes,Credit Card,64.43,7681.91
SALE00108,6893.34,21233,5.25,3.0,15,246,134.0,753,10.71,Home,High,High,No,Credit Card,66.91,7511.81
