house_id,house_area_sqm,num_residents,num_appliances,air_conditioning,heating_system,energy_efficiency_rating,avg_temperature,home_office_hours,has_pool,solar_panels,house_age_years,insulation_quality,num_rooms,electric_car,smart_thermostat,monthly_consumption_kwh
HOUSE01946,179.24,4,28,2,Electric,C,18.74,8,  Yes ,No,50,Good,3,No,Yes,624.53
HOUSE01550,118.06,4,8,None,None,C,41.85,0,Yes,No,12,Average,3,No,No,368.43
HOUSE00589,141.94,1,22,2,Gas,C,25.43,4,No,No,24,Good,5,No,No,365.56
HOUSE01957,,2,12,2,Electric,E,28.43,0,No,Yes,22,,2,No,No,392.23
HOUSE01820,103.83,6,17,None,Gas,C,16.05,4,No,No,15,Average,1,No,Yes,522.01
HOUSE01276,,2,7,1,Electric,C,37.28,4,No,No,34,Good,5,No,No,468.28
HOUSE01725,243.77,2,6,2,Gas,C,23.84,10,No,No,38,Good,4,No,No,359.34
HOUSE01872,112.42,3,16,None,Electric,D,23.92,0,No,No,19,Poor,8,No,Yes,425.23
HOUSE00662,179.57,3,13,2,Gas,D,11.6,0,No,No,11,Average,2,No,No,504.88
HOUSE00410,132.71,4,,2,Solar,C,26.42,0,No,No,19,Good,2,No,No,518.9
HOUSE01939,117.52,1,24,None,None,C,26.39,4,No,No,33,Poor,2,No,No,306.51
HOUSE01976,230.45,3,14,1,Electric,E,23.22,4,No,Yes,45,Poor,5,Yes,No,357.4
HOUSE01409,132.83,4,7,None,Gas,B,13.18,0,No,Yes,18,Good,1,No,No,267.69
HOUSE02414,182.5,2,17,1,Gas,B,10.31,4,No,No,41,Average,2,No,No,363.57
HOUSE02084,,2,11,1,Electric,B,23.88,8,Yes,No,3,Poor,6,No,Yes,403.58
HOUSE01534,163.83,2,10,1,Gas,D,29.78,4,No,No,2,Poor,2,No,No,319.74
HOUSE01297,128.83,4,15,1,Gas,D,21.02,0,  No ,No,8,Average,3,No,No,411.98
HOUSE01733,173.53,3,21,1,Electric,C,31.5,8,Yes,No,35,,6,Yes,No,506.5
HOUSE01051,69.55,4,27,3+,None,D,18.13,0,No,No,17,Poor,7,No,No,551.4
HOUSE02295,117.71,2,22,3+,Gas,A,21.07,,Yes,Yes,45,Poor,7,No,No,364.24
HOUSE01350,73.2,1,5,  None ,Solar,D,22.28,0,Yes,Yes,13,Average,7,No,No,160.02
HOUSE01139,170.96,2,14,None,Solar,C,11.22,0,No,Yes,30,Poor,3,No,No,201.35
HOUSE01947,,3,18,None,None,E,22.63,4,No,No,14,Average,5,No,No,396.24
HOUSE01041,79.15,5,,3+,Electric,B,32.77,4,No,No,43,Good,5,Yes,No,528.97
HOUSE02175,106.97,5,6,None,Solar,C,40.95,0,No,No,0,Average,4,Yes,No,387.99
HOUSE00692,44.79,1,11,1,Electric,E,17.7,8,No,No,36,Average,7,No,No,417.43
HOUSE01074,125.64,5,30,3+,Electric,D,11.52,8,No,no,3,,7,No,Yes,677.53
HOUSE00517,60.11,3,19,None,None,C,41.16,0,No,No,36,Poor,1,No,No,388.83
HOUSE02489,210.93,4,26,2,Gas,B,12.73,0,No,No,6,Poor,8,No,No,508.09
HOUSE01520,132.38,4,18,None,None,B,38.3,0,No,No,50,Average,6,No,No,413.67
HOUSE02184,752.89,2,27,1,Gas,B,33.61,0,No,Yes,23,Good,8,No,No,268.6
HOUSE00210,109.86,3,27,1,Electric,C,14.13,8,No,No,8,Poor,3,No,No,511.22
HOUSE01554,215.6,5,30,1,None,C,16.4,10,No,No,48,Average,3,No,No,519.3
HOUSE00792,140.69,2,6,2,None,E,15.54,8,No,No,0,Average,1,No,No,369.07
HOUSE02274,156.33,1,5,None,None,A,28.69,8,No,No,,Poor,2,No,No,166.17
HOUSE01054,186.43,3,7,None,Electric,C,12.92,8,No,No,12,Good,4,No,No,425.26
HOUSE00696,93.28,3,29,3+,None,D,22.0,,Yes,No,13,Good,8,No,No,548.27
HOUSE01119,142.06,3,24,1,Electric,B,23.34,0,No,No,16,Poor,7,No,No,381.43
HOUSE02191,157.53,2,23,None,None,B,17.74,8,No,No,37,Average,3,No,No,251.82
HOUSE01890,269.9,4,13,2,None,A,,8,No,No,,,2,No,No,383.74
HOUSE00997,136.3,5,,1,None,A,18.96,0,No,No,32,Average,8,No,Yes,398.87
HOUSE02367,111.76,4,11,2,Electric,C,35.36,8,No,No,37,Average,1,No,Yes,495.51
HOUSE01154,107.53,4,17,2,Solar,B,21.55,0,No,No,19,Average,7,No,No,386.92
HOUSE01310,173.02,2,23,1,None,D,24.85,0,No,Yes,37,Average,5,No,No,335.03
HOUSE01438,147.11,2,26,3+,Gas,E,16.12,0,No,No,34,Average,5,Yes,No,517.35
HOUSE01533,136.88,4,16,1,Gas,c,,0,No,No,25,Average,7,No,No,420.29
HOUSE00276,134.47,3,6,1,Gas,C,33.76,0,No,No,5,Average,1,No,Yes,373.19
HOUSE00764,215.92,2,21,2,Electric,B,13.94,,No,No,40,,1,Yes,No,439.02
HOUSE00354,191.6,1,13,None,Electric,C,14.32,0,No,Yes,9,Average,5,No,Yes,251.78
HOUSE01236,147.53,2,15,1,Solar,B,,8,No,No,11,Average,5,No,Yes,350.19
HOUSE02289,139.15,1,24,1,Gas,C,28.59,,Yes,No,,Average,8,No,No,363.91
HOUSE01251,143.79,4,19,None,Electric,C,24.69,8,No,No,43,Poor,7,Yes,No,498.86
HOUSE00740,200.48,4,9,None,Solar,C,26.93,8,Yes,No,14,Average,6,No,No,444.16
HOUSE01084,66.0,4,26,3+,Gas,C,13.97,4,Yes,Yes,47,Good,7,No,No,514.15
HOUSE01156,53.11,3,10,1,Gas,A,33.1,0,No,No,40,Good,6,No,Yes,317.37
HOUSE02282,229.01,2,8,2,None,A,26.12,10,No,No,4,Good,6,No,No,241.38
HOUSE01472,,4,17,2,Electric,A,20.74,10,no,No,20,,6,Yes,No,481.96
HOUSE02505,165.02,3,25,2,None,C,17.82,8,No,Yes,25,Poor,1,No,Yes,296.97
HOUSE00315,148.62,2,9,2,Electric,C,19.74,8,  No ,No,18,Average,4,No,No,436.22
HOUSE00416,139.44,3,17,3+,Solar,C,23.31,4,No,No,20,Good,2,Yes,Yes,427.01
HOUSE00594,607.19,3,5,3+,Gas,C,,4,No,No,0,,5,No,No,330.32
HOUSE00885,,2,13,None,Electric,C,32.44,0,No,Yes,33,Good,3,No,No,224.11
HOUSE00572,149.43,3,9,None,Gas,E,23.75,0,No,No,38,Average,5,No,No,372.0
HOUSE01987,71.28,3,,2,Gas,C,16.75,8,Yes,No,49,Average,4,Yes,No,500.61
HOUSE02103,113.2,5,8,None,Gas,D,13.04,10,No,No,50,Average,5,No,Yes,433.21
HOUSE02070,190.02,5,28,2,Solar,D,20.71,,No,No,38,Average,7,no,Yes,558.23
HOUSE01433,231.75,2,11,None,Solar,B,7.18,0,No,No,22,Average,8,Yes,No,279.57
HOUSE00682,307.18,2,17,1,Gas,C,29.04,8,No,No,36,Good,8,Yes,No,387.25
HOUSE00554,123.15,4,17,1,Gas,E,27.87,4,No,No,24,Average,3,No,No,475.46
HOUSE02122,185.86,5,,2,Electric,B,21.66,0,No,No,23,Average,2,No,No,467.27
HOUSE02116,87.87,1,13,2,Gas,C,29.17,8,No,No,16,Average,7,No,Yes,329.35
HOUSE02092,,2,17,2,Gas,B,13.8,4,No,No,49,Average,2,No,Yes,342.92
HOUSE00125,180.17,2,11,2,Gas,C,17.29,8,No,No,50,Poor,5,Yes,No,366.78
HOUSE02345,,3,14,1,Solar,D,21.82,0,No,No,17,Poor,4,No,No,301.71
HOUSE00762,56.03,2,28,None,None,D,,8,No,Yes,1,,8,No,No,297.62
HOUSE01419,167.22,2,26,2,Electric,B,18.05,0,No,No,25,,3,No,No,437.54
HOUSE01919,91.02,4,13,1,Gas,D,17.33,0,No,No,48,Average,8,no,No,407.72
HOUSE00329,184.35,3,19,None,Gas,D,14.47,,No,no,4,Poor,5,No,No,389.01
HOUSE00217,190.7,4,,1,Solar,C,14.99,10,No,No,0,,5,No,Yes,464.47
HOUSE01434,152.92,3,15,1,Electric,D,22.46,10,Yes,No,,Poor,4,No,Yes,507.79
HOUSE02181,214.61,4,7,1,None,B,31.07,0,Yes,No,,Good,5,No,No,418.24
HOUSE01524,182.51,2,8,1,Electric,C,14.72,0,No,No,9,Good,3,No,  No ,382.37
HOUSE00765,230.49,7,30,1,None,C,30.82,8,No,No,26,Poor,5,No,No,659.33
HOUSE00977,168.94,2,14,1,None,D,23.98,0,No,No,49,,1,Yes,Yes,329.48
HOUSE00343,182.69,3,13,2,None,C,10.49,4,No,No,29,Good,3,Yes,No,427.42
HOUSE02328,11.74,1,25,3+,Electric,B,26.47,0,No,No,1,Average,8,No,No,432.49
HOUSE01281,212.28,3,,1,Gas,D,30.01,0,No,No,48,Average,1,No,Yes,422.11
HOUSE01849,163.83,4,17,1,Gas,C,,4,No,No,,,6,No,Yes,450.04
HOUSE01628,177.23,3,25,2,Solar,C,12.41,4,No,No,0,Good,2,No,Yes,502.21
HOUSE00591,191.47,3,12,3+,Gas,C,20.43,0,No,No,0,Good,7,No,No,475.03
HOUSE01840,213.7,5,8,2,Solar,E,25.07,8,Yes,No,33,Average,1,No,No,563.36
HOUSE02030,,3,28,1,Electric,D,17.23,8,No,Yes,48,Good,5,No,Yes,451.61
HOUSE00173,139.64,5,,None,Gas,C,37.22,4,No,No,42,Average,6,No,No,500.49
HOUSE02432,190.19,4,18,1,None,B,33.04,,No,No,41,Average,7,No,Yes,346.48
HOUSE01062,103.09,4,23,1,Solar,B,7.97,4,No,No,41,Good,8,No,Yes,435.3
HOUSE00791,151.61,3,13,3+,Gas,D,16.31,,No,Yes,38,Good,4,No,No,423.11
HOUSE01811,126.11,2,25,None,None,B,33.27,0,No,No,27,Average,2,Yes,No,305.42
HOUSE01594,208.97,2,6,2,Gas,C,26.34,4,No,No,11,Good,2,No,Yes,385.74
HOUSE00476,219.67,1,19,None,None,B,33.42,0,Yes,Yes,46,Average,5,No,No,234.58
HOUSE01077,154.89,4,9,2,Solar,A,-4.66,0,No,No,,Poor,8,No,No,460.58
HOUSE01015,157.54,2,29,None,Solar,C,12.48,0,No,Yes,21,Poor,5,No,Yes,284.88
HOUSE00944,137.47,3,20,2,Gas,C,22.25,0,No,Yes,29,Good,7,No,No,368.79
HOUSE02288,87.48,3,14,2,Solar,C,,,Yes,No,39,Average,1,No,Yes,448.15
HOUSE00272,191.34,4,11,2,Gas,D,24.26,0,No,Yes,36,Poor,6,No,No,352.64
HOUSE00650,120.75,2,,2,None,A,15.42,,No,No,46,Good,3,No,No,336.9
HOUSE01868,65.99,3,,None,  None ,D,28.69,8,No,No,9,,7,No,No,377.99
HOUSE00039,157.17,3,15,1,Gas,D,,10,No,No,21,Good,8,No,No,398.95
HOUSE00244,189.7,4,26,1,Gas,C,17.33,,  No ,No,47,Average,1,No,No,455.89
HOUSE01500,140.63,2,5,2,Gas,D,11.41,8,No,Yes,49,Good,8,No,No,325.48
HOUSE02371,203.33,2,25,None,Gas,C,11.51,8,Yes,No,12,Poor,6,No,Yes,492.16
HOUSE01107,161.36,2,21,1,Electric,E,15.55,0,Yes,Yes,44,Average,6,Yes,Yes,444.36
HOUSE01215,219.5,3,25,None,Electric,C,,,No,No,49,Good,6,No,Yes,507.63
HOUSE00737,107.18,4,22,None,  Solar ,C,19.95,10,No,Yes,19,Average,7,No,Yes,358.38
HOUSE00346,150.64,3,23,2,None,A,27.88,8,No,Yes,5,Average,6,No,No,318.0
HOUSE02291,149.42,4,17,2,Solar,C,41.12,0,No,No,0,Good,2,No,No,523.88
HOUSE01511,138.13,4,24,2,Electric,C,36.36,0,No,No,45,Average,7,No,No,531.87
HOUSE02264,222.74,3,,3+,Solar,A,28.72,8,No,No,48,Average,5,No,No,350.33
HOUSE02057,108.64,4,,3+,Gas,B,22.67,0,No,No,44,Average,3,No,No,441.21
HOUSE00970,219.31,4,29,1,Electric,C,27.29,0,No,No,39,Average,4,No,No,594.37
HOUSE02086,256.74,2,23,None,Electric,D,21.29,4,No,No,17,Average,1,No,No,384.49
HOUSE00750,202.08,4,15,2,None,B,26.95,,No,No,,Average,2,No,No,382.91
HOUSE01570,108.88,3,51,2,Gas,E,30.48,0,No,No,33,Average,2,No,Yes,476.75
HOUSE00405,,2,6,1,Gas,C,30.87,,Yes,No,13,Poor,2,Yes,Yes,406.56
HOUSE01449,210.8,3,9,1,None,C,21.21,8,No,No,19,Average,6,No,No,334.98
HOUSE01510,52.49,2,9,1,Electric,C,21.82,0,No,Yes,38,Average,5,No,Yes,251.77
HOUSE01391,175.14,3,5,  None ,None,B,13.69,4,Yes,No,10,Average,6,No,No,350.86
HOUSE01130,133.09,3,5,1,Gas,B,23.64,,No,No,30,Average,8,No,No,298.18
HOUSE02430,175.13,4,27,None,Gas,C,22.51,4,No,No,20,Good,1,No,No,435.45
HOUSE02093,119.36,1,17,None,Gas,C,27.11,8,No,No,35,Good,4,No,No,338.88
HOUSE00979,168.77,4,28,2,None,B,12.74,4,No,No,17,Average,2,No,No,553.62
HOUSE01418,53.56,2,17,1,Solar,A,15.51,10,No,No,40,Average,8,No,Yes,276.11
HOUSE01836,,5,18,1,Solar,B,18.52,8,No,No,21,Average,5,Yes,No,411.56
HOUSE01641,149.32,4,25,2,Electric,C,23.33,8,No,No,12,Good,2,No,No,597.82
HOUSE00754,140.75,1,10,1,Electric,A,33.18,4,No,No,,Good,7,No,No,307.13
HOUSE02126,101.6,3,6,2,Electric,D,47.29,4,No,No,7,Average,6,No,Yes,419.35
HOUSE02361,141.95,1,20,2,Electric,D,26.01,10,No,No,17,Good,1,No,No,432.25
HOUSE00618,180.3,3,7,1,Electric,C,27.54,8,No,No,19,Average,2,No,No,464.8
HOUSE00612,121.09,3,19,1,Solar,B,,0,No,Yes,37,Poor,6,No,Yes,307.68
HOUSE01614,,4,6,None,electric,E,24.09,,No,No,25,Average,3,Yes,yes,471.72
HOUSE01371,229.29,2,5,3+,None,A,25.42,4,Yes,No,24,Average,1,No,No,314.91
HOUSE01986,76.35,4,,1,Solar,C,13.02,10,Yes,Yes,41,Average,5,No,No,428.16
HOUSE01523,189.16,5,14,None,Gas,B,28.33,8,No,No,34,Average,4,No,No,421.03
HOUSE01206,192.58,1,16,None,Gas,E,,0,No,No,10,Average,8,No,Yes,293.18
HOUSE00883,221.71,1,19,2,None,D,22.2,8,No,Yes,31,Average,6,No,No,290.73
HOUSE00854,271.12,3,12,1,Solar,D,24.57,0,No,No,34,Good,6,No,Yes,336.07
HOUSE00046,205.13,3,21,1,Electric,D,15.07,4,No,No,,Poor,8,No,No,524.88
HOUSE00482,190.54,2,,2,Gas,D,10.38,0,Yes,No,44,Average,6,No,No,531.81
HOUSE00931,171.89,3,,1,Gas,E,31.0,0,No,No,16,Poor,8,No,No,458.79
HOUSE01616,107.07,2,29,None,Solar,B,33.73,8,No,No,12,,5,No,Yes,358.38
HOUSE00783,144.13,5,7,3+,Gas,C,20.86,4,Yes,Yes,27,Poor,8,Yes,No,408.22
HOUSE02256,157.76,3,28,1,Electric,D,16.67,0,No,No,10,Poor,1,No,No,529.7
HOUSE00677,150.8,4,23,None,Electric,E,40.83,4,No,No,31,Poor,5,No,Yes,583.65
HOUSE00404,124.21,4,9,2,Electric,B,23.09,,No,Yes,28,Average,2,No,No,354.61
HOUSE01335,87.28,3,29,1,Electric,C,31.2,10,Yes,No,,Average,4,No,No,581.58
HOUSE02016,96.81,3,10,None,Solar,  B ,20.06,0,No,Yes,10,Good,7,Yes,No,165.97
HOUSE02419,,2,21,1,Gas,C,14.24,8,Yes,No,1,Average,1,No,Yes,462.86
HOUSE02431,113.25,3,8,1,Gas,B,31.37,4,No,No,17,Average,1,No,No,340.01
HOUSE00132,127.19,5,28,None,Gas,D,41.37,8,No,No,37,Average,8,No,Yes,628.44
HOUSE00632,85.51,1,11,None,Solar,C,15.12,0,No,No,40,Good,8,No,No,230.06
HOUSE00936,124.26,3,27,None,Electric,A,27.64,0,No,No,13,Good,1,No,No,427.31
HOUSE01404,202.84,2,11,None,Solar,B,26.33,0,No,Yes,6,,3,Yes,No,148.35
HOUSE01877,179.49,2,,2,Electric,C,17.52,0,No,Yes,31,Good,6,No,No,335.08
HOUSE00259,129.1,4,,None,Gas,B,22.91,,No,No,16,Average,3,No,No,430.18
HOUSE00116,,2,26,1,None,E,14.2,0,Yes,No,20,Good,2,No,No,471.56
HOUSE00306,165.87,1,13,1,Gas,D,17.65,0,No,Yes,30,Average,7,No,No,273.2
HOUSE00527,198.79,3,17,None,Electric,C,30.33,8,No,No,5,Good,7,No,No,487.03
HOUSE01706,187.29,5,20,None,Electric,C,10.47,4,No,No,50,Good,3,No,No,609.34
HOUSE00784,159.11,5,18,2,Electric,B,17.72,10,No,No,14,Poor,6,No,No,574.69
HOUSE00947,229.26,4,5,2,None,C,19.88,8,No,No,35,  Average ,4,No,No,383.16
HOUSE01377,116.22,4,12,None,Gas,D,28.23,8,No,No,15,Good,5,No,  Yes ,421.39
HOUSE02235,175.57,2,10,1,Electric,C,23.12,0,No,Yes,50,Average,4,No,Yes,294.32
HOUSE00295,27.04,7,6,1,Electric,B,12.41,0,No,No,48,Good,4,No,No,507.14
HOUSE01094,78.31,1,59,1,Gas,C,15.41,0,No,No,,Average,2,No,No,313.11
HOUSE02447,100.92,4,9,None,Solar,B,13.45,0,No,No,47,Good,5,No,No,346.3
HOUSE01238,199.74,4,21,1,None,C,16.78,4,Yes,No,36,Average,3,No,No,495.37
HOUSE00313,,3,20,1,Gas,C,20.52,0,No,Yes,39,Poor,4,No,Yes,355.71
HOUSE00564,167.93,4,30,2,None,D,27.57,,No,No,5,Average,8,No,Yes,522.49
HOUSE00541,98.93,1,29,1,Electric,D,28.93,8,No,No,,Average,5,No,No,505.15
HOUSE02135,202.89,2,11,None,Gas,C,18.77,4,No,No,34,Good,8,No,Yes,338.7
HOUSE02412,98.3,2,22,None,Solar,D,31.87,8,No,No,7,Good,5,No,No,363.7
HOUSE01160,111.39,2,29,1,None,C,9.72,4,No,No,14,Good,6,No,No,420.98
HOUSE01928,114.7,6,29,1,Gas,B,26.71,0,No,No,7,Average,1,No,Yes,588.63
HOUSE02280,122.86,2,18,1,Gas,C,31.5,0,No,Yes,39,Poor,5,No,No,306.86
HOUSE00194,100.72,5,20,2,Electric,C,32.33,4,No,Yes,35,Average,5,No,No,490.45
HOUSE02168,175.26,3,17,2,Gas,C,21.46,8,Yes,No,4,Good,8,No,No,448.29
HOUSE00785,202.64,3,20,None,Gas,B,21.93,10,No,No,29,Good,8,Yes,No,332.71
HOUSE01048,142.44,3,24,1,Solar,E,13.1,8,No,No,30,Poor,2,No,No,428.48
HOUSE02484,133.41,5,18,1,None,C,7.28,0,No,No,18,Good,5,No,No,466.33
HOUSE01230,113.51,4,13,1,None,C,26.55,4,Yes,No,25,,5,No,No,402.0
HOUSE02127,183.39,2,9,2,None,C,12.87,4,No,No,2,Average,7,No,No,348.85
HOUSE00853,208.72,3,24,2,None,A,16.48,0,Yes,No,24,Poor,1,Yes,No,414.63
HOUSE02487,172.93,2,5,1,None,C,22.16,0,No,No,44,Average,8,No,No,258.36
HOUSE01192,126.08,1,5,1,None,  C ,,0,Yes,No,15,,1,No,No,270.21
HOUSE02025,137.17,4,,2,Solar,C,18.91,10,No,No,26,Good,1,No,No,464.92
HOUSE00141,68.11,3,11,2,Solar,B,,10,No,No,6,Poor,5,No,No,340.89
HOUSE01914,75.11,3,6,1,Electric,A,20.54,4,No,No,41,Average,5,No,No,336.14
HOUSE00358,170.61,5,11,2,Electric,C,17.19,0,No,No,42,Average,8,No,No,581.62
HOUSE00309,164.41,2,,1,Electric,D,43.66,4,No,No,9,Poor,6,No,No,524.04
HOUSE01585,235.96,1,30,1,Gas,B,32.3,0,Yes,No,29,Average,5,No,Yes,392.06
HOUSE00252,163.1,1,,None,Electric,D,29.62,8,Yes,Yes,,Good,1,No,Yes,362.25
HOUSE01083,761.23,1,20,1,Solar,A,,8,No,No,47,Poor,1,No,No,250.99
HOUSE00159,239.99,3,26,None,Electric,C,13.5,0,Yes,No,10,Average,6,No,No,483.79
HOUSE01200,193.75,4,25,None,Gas,D,24.94,0,No,Yes,48,Average,4,No,Yes,394.82
HOUSE00672,203.43,4,14,None,Gas,C,,8,No,No,10,Poor,2,No,No,414.85
HOUSE01584,118.4,4,22,None,Solar,C,16.79,8,Yes,No,6,,5,No,Yes,456.75
HOUSE02464,99.84,5,,None,Electric,D,34.22,,Yes,No,41,Average,1,  No ,No,617.76
HOUSE02335,201.27,5,20,1,None,B,20.04,8,No,No,45,,6,No,Yes,447.65
HOUSE02050,105.22,3,25,1,None,A,12.56,0,No,No,45,Poor,3,No,Yes,383.23
HOUSE01635,210.29,2,16,2,Electric,D,21.46,10,No,No,29,Poor,5,No,No,441.61
HOUSE00486,168.29,4,21,None,Electric,C,15.37,8,No,No,42,Poor,2,No,No,555.41
HOUSE01627,232.67,2,23,None,Electric,B,1.02,0,Yes,No,31,Good,7,No,No,459.5
HOUSE01011,205.06,5,29,1,Gas,B,,0,No,No,21,Average,6,Yes,No,481.62
HOUSE02502,139.77,4,18,None,Gas,A,27.78,0,Yes,No,22,Average,6,No,Yes,365.73
HOUSE00503,204.48,1,26,None,Gas,B,26.57,8,No,No,3,Average,4,No,No,324.0
HOUSE01252,230.17,3,8,1,Electric,D,27.88,0,No,No,10,Average,6,No,No,409.54
HOUSE00243,85.68,2,29,None,Electric,B,22.39,4,No,No,9,Poor,6,No,No,358.65
HOUSE02213,173.73,2,29,3+,Electric,D,,8,No,No,0,Poor,1,No,No,527.81
HOUSE01311,86.24,5,8,1,None,C,,0,No,No,,Average,5,Yes,No,361.64
HOUSE00347,184.56,4,10,1,Electric,B,21.66,0,No,No,43,,1,Yes,No,403.93
HOUSE00345,114.98,4,,None,Gas,E,16.99,0,Yes,No,0,Poor,1,No,No,475.72
HOUSE00267,150.7,3,5,2,Electric,A,,,Yes,No,11,Average,2,No,No,414.78
HOUSE01211,130.83,3,12,1,None,B,21.91,0,No,No,35,Poor,3,No,No,278.03
HOUSE01734,57.41,5,23,1,Solar,B,24.84,8,No,No,1,Average,5,Yes,No,461.16
HOUSE01794,,4,,2,Solar,D,25.24,10,No,Yes,26,Average,6,No,No,343.88
HOUSE00442,169.33,3,10,1,None,D,29.27,0,  No ,No,6,Average,7,Yes,No,349.83
HOUSE02024,120.8,3,30,None,None,A,,0,Yes,No,26,Average,5,No,No,357.34
HOUSE02051,158.14,4,19,1,None,A,23.88,,No,No,12,Average,4,No,yes,364.63
HOUSE00981,170.07,4,8,1,Gas,C,15.63,4,Yes,No,47,Poor,5,No,No,469.25
HOUSE02173,258.25,4,10,2,Gas,A,13.77,4,Yes,No,34,Average,2,No,Yes,524.77
HOUSE01747,131.83,4,29,1,Gas,C,28.62,10,No,No,13,Good,4,No,No,563.7
HOUSE00779,132.35,3,8,1,None,D,21.25,8,No,No,40,Average,3,No,No,399.81
HOUSE01480,,2,28,None,Solar,C,16.77,0,No,Yes,43,Average,2,No,No,266.85
HOUSE01407,149.42,2,5,None,Gas,D,2.21,4,Yes,Yes,40,Average,3,No,No,250.91
HOUSE01170,253.24,4,24,1,None,B,33.84,4,yes,No,47,Average,3,Yes,No,451.28
HOUSE01691,95.17,4,18,None,Solar,B,25.35,8,No,No,25,Average,4,Yes,No,326.31
HOUSE00143,129.31,2,,2,None,C,23.27,4,No,No,27,Average,1,Yes,No,347.29
HOUSE02060,185.06,3,,3+,None,D,17.29,0,No,No,16,,1,No,No,477.45
HOUSE01955,,4,5,None,Gas,C,11.19,8,No,No,50,Good,7,No,No,401.07
HOUSE01127,48.18,4,19,None,Electric,C,27.74,0,No,No,20,Poor,1,No,No,424.33
HOUSE01544,161.61,3,29,2,None,B,35.06,0,No,No,39,Average,5,No,No,456.35
HOUSE01908,171.72,4,8,2,Electric,B,18.34,10,No,Yes,39,Average,1,No,No,380.36
HOUSE00318,78.22,3,29,2,None,C,16.78,4,No,No,30,Average,2,Yes,No,483.57
HOUSE00839,145.2,3,8,1,Gas,B,,8,Yes,No,13,Good,2,No,Yes,376.24
HOUSE00506,237.47,2,10,None,Electric,B,,4,No,Yes,18,,5,No,No,273.47
HOUSE01629,132.43,1,30,3+,Electric,D,20.76,8,No,No,0,Poor,6,No,Yes,522.35
HOUSE02151,63.34,3,20,3+,Gas,C,22.04,0,No,No,18,Average,8,No,No,415.14
HOUSE01417,165.93,1,10,3+,Gas,D,16.97,0,Yes,  No ,7,Average,3,No,No,406.81
HOUSE00524,257.63,5,13,1,Electric,B,25.16,8,Yes,No,4,Average,3,Yes,Yes,528.74
HOUSE00452,134.67,1,,None,Electric,A,20.6,4,Yes,No,3,Average,6,No,No,330.7
HOUSE02303,136.03,3,18,2,Gas,C,38.86,4,No,No,17,Poor,3,No,No,447.13
HOUSE02507,24.58,3,24,1,Solar,B,19.12,0,No,Yes,,Average,8,Yes,No,266.18
HOUSE02490,168.06,3,24,None,None,B,21.43,0,No,No,37,Poor,2,No,Yes,287.33
HOUSE02099,70.6,3,17,1,Solar,B,29.13,0,No,Yes,15,Good,4,No,No,278.09
HOUSE00446,177.94,2,,2,Gas,A,28.83,0,No,No,,,7,No,No,288.35
HOUSE01401,193.48,5,29,None,Gas,D,27.11,0,No,No,6,Average,1,No,No,519.73
HOUSE01010,,4,,1,Electric,B,22.88,0,No,No,10,Average,3,Yes,No,419.77
HOUSE01428,215.46,7,77,None,Gas,B,,10,No,No,40,Average,5,No,No,662.49
HOUSE02313,113.33,1,20,2,Gas,C,28.68,0,No,No,38,,1,No,Yes,347.12
HOUSE01248,134.91,2,27,1,Electric,A,14.6,0,No,No,24,,8,Yes,No,395.82
HOUSE00103,137.09,4,,2,Electric,A,9.77,10,No,No,28,Average,5,No,No,474.02
HOUSE01945,189.24,4,18,  1 ,None,A,,,No,No,21,Average,1,No,No,344.69
HOUSE00289,146.24,1,20,None,Electric,D,21.52,8,No,No,34,Good,6,No,No,358.31
HOUSE00870,158.74,4,14,2,Gas,D,16.05,10,  No ,No,33,,5,No,No,445.67
HOUSE00475,113.32,3,28,None,Gas,B,26.36,8,No,no,16,Average,5,No,No,317.78
HOUSE01712,,2,30,None,None,C,23.02,0,No,No,18,Poor,3,No,No,378.02
HOUSE00929,69.54,4,22,2,Solar,A,30.42,0,Yes,No,5,Good,3,No,No,484.77
HOUSE00520,100.63,1,20,2,Electric,A,26.03,10,No,Yes,39,,1,No,No,230.42
HOUSE00603,213.26,3,15,2,Gas,A,16.68,8,No,No,13,Average,8,No,No,370.35
HOUSE00789,173.3,3,14,2,Gas,D,-0.36,10,No,No,12,Average,2,No,No,529.97
HOUSE01018,219.09,4,6,1,Gas,  C ,26.32,8,No,No,5,Average,7,No,Yes,404.49
HOUSE01781,217.37,3,29,None,None,B,25.12,8,No,No,,Good,8,No,No,369.73
HOUSE00221,47.81,4,5,1,Gas,E,26.8,,No,Yes,0,,6,No,No,284.63
HOUSE01660,230.84,2,19,1,Solar,C,27.75,8,No,No,20,Poor,3,No,No,373.4
HOUSE00684,,3,5,1,None,C,15.75,0,No,No,7,Poor,1,Yes,No,288.21
HOUSE00689,,2,15,None,None,B,,8,No,Yes,3,Average,3,No,No,208.68
HOUSE01455,173.24,4,13,2,None,C,25.46,8,No,No,13,Average,8,No,No,399.78
HOUSE00780,130.73,2,9,None,Gas,D,30.43,10,No,No,39,Average,2,Yes,No,330.15
HOUSE00466,132.14,3,19,1,Solar,B,21.6,0,Yes,No,33,Poor,3,No,No,352.95
HOUSE02352,171.29,4,16,1,Gas,C,26.45,10,No,No,1,Average,2,Yes,Yes,459.53
HOUSE01352,226.8,1,6,2,Solar,D,27.91,4,No,No,23,Average,3,Yes,Yes,298.3
